pair_unit,frequency
TREE-DEPTH-DIFF:12→10,15
DEP-DIST-DIFF:3.90→2.54,1
BRANCH-DIFF:2.25→1.81,1
POS-CHG:NOUN→ADJ,9
DEP-REL-CHG:obj→punct,42
DEP-REL-CHG:acl→obj,7
TED-ZHANG-SHASHA:14→14,38
DEP-DIST-DIFF:2.46→1.56,1
BRANCH-DIFF:2.08→1.90,2
DEP-REL-CHG:amod→nummod,5
DEP-REL-CHG:det→obl:agent,4
DEP-REL-CHG:obl:agent→obl,1
DEP-REL-CHG:case→acl,7
DEP-REL-CHG:root→nummod,44
DEP-DIST-DIFF:2.56→2.36,2
BRANCH-DIFF:2.29→2.00,7
DEP-REL-CHG:aux:pass→acl,8
TED-KLEIN:23→23,12
DEP-DIST-DIFF:3.27→2.73,1
BRANCH-DIFF:2.25→2.10,2
HEAD-CHG:12→11,4
TED-SIMPLE:5→5,6
TREE-DEPTH-DIFF:6→6,40
DEP-DIST-DIFF:2.36→2.33,1
BRANCH-DIFF:2.56→2.50,1
DEP-REL-CHG:obj→flat,20
DEP-REL-CHG:mark→xcomp,16
DEP-REL-CHG:xcomp→advmod,3
DEP-DIST-DIFF:2.33→1.56,2
BRANCH-DIFF:2.09→1.82,3
DEP-REL-CHG:obl→root,10
DEP-REL-CHG:compound→obl:unmarked,1
HEAD-CHG:6→4,3
TREE-DEPTH-DIFF:8→6,29
DEP-DIST-DIFF:3.27→2.20,1
BRANCH-DIFF:2.36→1.91,2
DEP-REL-CHG:root→nmod,14
DEP-REL-CHG:case→punct,86
DEP-REL-CHG:aux→punct,19
DEP-DIST-DIFF:3.24→2.23,1
BRANCH-DIFF:2.21→2.00,7
DEP-REL-CHG:nsubj→expl,4
DEP-REL-CHG:expl→obj,3
DEP-REL-CHG:obl→ccomp,2
DEP-REL-CHG:acl:relcl→nsubj,4
TREE-DEPTH-DIFF:15→13,2
CONST-COUNT-DIFF:38→33,2
DEP-DIST-DIFF:3.41→2.85,1
BRANCH-DIFF:1.85→1.68,1
DEP-REL-CHG:flat→aux,4
DEP-REL-CHG:flat→advmod,5
DEP-REL-CHG:punct→nmod:poss,8
DEP-REL-CHG:aux→nsubj,13
DEP-REL-CHG:advmod→ccomp,3
DEP-REL-CHG:nmod:poss→flat,4
DEP-DIST-DIFF:3.20→2.00,1
DEP-REL-CHG:flat→conj,2
DEP-REL-CHG:ccomp→punct,14
DEP-REL-CHG:obl→nsubj,15
LENGTH-CHG:17→14,18
TED-ZHANG-SHASHA:30→30,2
PUNCT-ADD:→comma,77
DEP-DIST-DIFF:2.81→2.46,1
BRANCH-DIFF:2.23→2.08,1
DEP-REL-CHG:aux→nummod,14
DEP-REL-CHG:root→punct,37
DEP-REL-CHG:nummod→obj,22
DEP-REL-CHG:acl→nummod,4
DEP-DIST-DIFF:2.67→1.82,1
DEP-REL-CHG:aux→amod,15
LENGTH-CHG:12→8,17
CONST-COUNT-DIFF:21→15,2
DEP-DIST-DIFF:2.36→1.57,1
HEAD-CHG:4→6,1
LENGTH-CHG:12→11,11
TED-SIMPLE:1→1,13
TED-ZHANG-SHASHA:2→2,13
TED-KLEIN:2→2,13
TED-RTED:2→2,13
CONST-COUNT-DIFF:22→21,6
DEP-DIST-DIFF:2.27→2.00,1
BRANCH-DIFF:2.10→2.00,3
DEP-REL-CHG:case→cc,6
DEP-REL-CHG:nmod→punct,25
DEP-REL-CHG:cc→conj,28
DEP-REL-CHG:conj→cc,2
CONST-COUNT-DIFF:23→21,3
DEP-DIST-DIFF:2.38→1.73,1
BRANCH-DIFF:2.44→2.22,1
DEP-REL-CHG:root→compound:prt,13
DEP-REL-CHG:compound:prt→nmod:poss,2
DEP-REL-CHG:nmod:poss→cc,3
CONST-COUNT-DIFF:28→25,4
DEP-DIST-DIFF:3.50→2.58,1
FORM-CHG:got→get,1
DEP-REL-CHG:obl→mark,9
HEAD-CHG:8→7,4
TREE-DEPTH-DIFF:8→10,8
CONST-COUNT-DIFF:31→27,6
DEP-DIST-DIFF:3.56→1.77,1
BRANCH-DIFF:2.14→2.00,6
DEP-REL-CHG:conj→flat,3
DEP-DIST-DIFF:2.79→1.91,1
BRANCH-DIFF:2.00→1.92,10
DEP-REL-CHG:obl:unmarked→punct,3
DEP-REL-CHG:amod→cc,7
LENGTH-CHG:16→14,15
CONST-COUNT-DIFF:29→26,3
DEP-DIST-DIFF:3.33→2.77,1
BRANCH-DIFF:2.15→2.08,1
DEP-REL-CHG:flat→nsubj:pass,1
DEP-REL-CHG:xcomp→parataxis,2
TREE-DEPTH-DIFF:15→9,2
DEP-DIST-DIFF:2.62→2.30,1
BRANCH-DIFF:1.81→1.83,1
C-DEL:ADV-DEL→ABSENT,10
DEP-REL-CHG:ccomp→advmod,6
DEP-REL-CHG:advmod→conj,2
DEP-REL-CHG:advmod→advcl,8
DEP-REL-CHG:advmod→flat,5
DEP-DIST-DIFF:2.87→2.36,1
HEAD-CHG:4→3,42
DEP-DIST-DIFF:3.14→1.91,1
DEP-REL-CHG:compound→punct,76
DEP-REL-CHG:iobj→compound,2
DEP-REL-CHG:amod→nmod:poss,2
DEP-REL-CHG:case→appos,13
HEAD-CHG:8→9,1
LENGTH-CHG:14→13,5
CONST-COUNT-DIFF:23→23,4
DEP-DIST-DIFF:2.54→2.67,1
BRANCH-DIFF:2.44→2.20,1
FORM-CHG:broke→breaks,1
FORM-CHG:said→says,4
DEP-REL-CHG:aux→cop,4
DEP-REL-CHG:amod→ccomp,4
CONST-COUNT-DIFF:27→25,5
DEP-DIST-DIFF:3.38→2.64,1
DEP-REL-CHG:compound→xcomp,7
DEP-DIST-DIFF:3.56→2.77,1
BRANCH-DIFF:2.60→2.44,2
DEP-REL-CHG:nsubj:pass→advmod,5
CONST-COUNT-DIFF:29→20,4
DEP-DIST-DIFF:3.00→1.90,1
BRANCH-DIFF:2.15→2.11,2
FW-ADD:ABSENT→SCONJ-ADD,5
DEP-REL-CHG:nmod:poss→mark,2
LENGTH-CHG:18→11,9
CONST-ADD:ABSENT→SBAR-ADD,40
TED-ZHANG-SHASHA:29→29,6
TREE-DEPTH-DIFF:8→9,28
CONST-COUNT-DIFF:31→23,7
DEP-DIST-DIFF:3.59→1.90,1
BRANCH-DIFF:2.31→1.83,2
FORM-CHG:burned→burn,1
DEP-REL-CHG:det→nummod,30
DEP-REL-CHG:obj→acl,7
DEP-REL-CHG:nummod→case,25
DEP-REL-CHG:acl→amod,3
CONST-COUNT-DIFF:30→28,4
DEP-DIST-DIFF:2.80→1.83,1
BRANCH-DIFF:2.07→1.80,2
FORM-CHG:landed→lands,1
DEP-REL-CHG:obj→root,10
DEP-REL-CHG:advcl→acl,1
DEP-REL-CHG:punct→det,9
DEP-REL-CHG:cc→compound,11
DEP-REL-CHG:det→conj,5
FEAT-CHG:Tense=Past→Tense=ABSENT,2
FEAT-CHG:Number=Sing→Number=Plur,4
FEAT-CHG:Mood=Ind→Mood=ABSENT,8
FEAT-CHG:Person=3→Person=ABSENT,8
FEAT-CHG:VerbForm=Fin→VerbForm=ABSENT,4
DEP-DIST-DIFF:3.56→2.21,1
BRANCH-DIFF:2.12→2.08,2
HEAD-CHG:2→1,2
LENGTH-CHG:11→10,10
TED-ZHANG-SHASHA:4→4,20
TED-KLEIN:4→4,19
TED-RTED:4→4,20
CONST-COUNT-DIFF:19→18,6
DEP-DIST-DIFF:2.30→2.22,1
BRANCH-DIFF:2.25→2.12,3
DEP-REL-CHG:punct→iobj,2
DEP-REL-CHG:iobj→aux,1
DEP-REL-CHG:aux→det,9
LENGTH-CHG:23→18,3
TREE-DEPTH-DIFF:16→15,1
CONST-COUNT-DIFF:46→41,1
DEP-DIST-DIFF:4.36→2.88,1
BRANCH-DIFF:1.96→1.74,1
LEMMA-CHG:waale→Waale,1
DEP-REL-CHG:flat→compound,4
HEAD-CHG:5→7,6
DEP-DIST-DIFF:2.17→2.09,1
BRANCH-DIFF:2.33→2.22,4
TREE-DEPTH-DIFF:6→5,9
CONST-COUNT-DIFF:20→18,7
DEP-DIST-DIFF:2.33→2.40,1
BRANCH-DIFF:2.71→2.43,1
DEP-REL-CHG:root→aux,7
DEP-REL-CHG:advmod→nmod:poss,2
DEP-REL-CHG:ccomp→flat,6
DEP-REL-CHG:nmod:poss→obl,15
CONST-COUNT-DIFF:33→27,5
DEP-DIST-DIFF:3.82→2.54,1
BRANCH-DIFF:2.13→2.00,2
DEP-REL-CHG:case→nsubj:pass,2
DEP-REL-CHG:nmod→aux:pass,4
DEP-REL-CHG:mark→acl,12
DEP-REL-CHG:acl→aux:pass,2
TREE-DEPTH-DIFF:14→12,2
CONST-COUNT-DIFF:36→30,2
DEP-DIST-DIFF:2.93→2.50,1
BRANCH-DIFF:1.75→1.71,1
CONST-COUNT-DIFF:21→20,3
DEP-DIST-DIFF:1.91→1.80,1
BRANCH-DIFF:2.22→2.11,1
FW-ADD:ABSENT→CCONJ-ADD,11
CONST-COUNT-DIFF:27→26,6
DEP-DIST-DIFF:2.69→2.17,1
DEP-REL-CHG:acl→compound,5
DEP-DIST-DIFF:2.75→1.78,1
BRANCH-DIFF:1.92→1.75,2
DEP-REL-CHG:amod→fixed,1
DEP-REL-CHG:fixed→compound,2
DEP-REL-CHG:nummod→nsubj:pass,13
DEP-REL-CHG:nsubj:pass→aux:pass,21
TED-KLEIN:6→6,16
CONST-COUNT-DIFF:24→22,9
DEP-DIST-DIFF:2.83→2.40,1
BRANCH-DIFF:2.09→1.91,4
DEP-REL-CHG:det:predet→nmod:poss,1
DEP-DIST-DIFF:2.40→1.75,6
DEP-DIST-DIFF:3.17→2.60,1
DEP-REL-CHG:aux:pass→compound:prt,2
DEP-REL-CHG:compound:prt→compound,6
DEP-REL-CHG:obl→amod,13
TREE-DEPTH-DIFF:10→6,5
DEP-DIST-DIFF:3.07→2.91,1
BRANCH-DIFF:2.07→2.00,6
DEP-REL-CHG:nsubj→advcl,15
HEAD-CHG:2→9,1
HEAD-CHG:12→9,1
LENGTH-CHG:20→15,7
PUNCT-DEL:question mark→,4
DEP-DIST-DIFF:3.74→3.43,1
BRANCH-DIFF:2.73→2.17,1
DEP-REL-CHG:flat→amod,6
DEP-REL-CHG:compound→flat,26
DEP-DIST-DIFF:3.79→2.42,1
BRANCH-DIFF:2.08→2.09,1
DEP-REL-CHG:case→cop,5
DEP-REL-CHG:cop→obl,5
HEAD-CHG:9→7,6
LENGTH-CHG:19→16,9
CONST-COUNT-DIFF:39→33,2
DEP-DIST-DIFF:3.67→3.47,1
BRANCH-DIFF:1.90→1.88,2
DEP-REL-CHG:nummod→root,8
DEP-REL-CHG:nsubj:pass→nummod,4
DEP-REL-CHG:cc→nsubj:pass,2
DEP-REL-CHG:nummod→conj,2
DEP-REL-CHG:conj→compound,7
CONST-COUNT-DIFF:38→30,3
DEP-DIST-DIFF:3.32→2.43,1
BRANCH-DIFF:2.06→1.93,2
CONST-COUNT-DIFF:29→18,1
DEP-DIST-DIFF:2.94→2.20,1
BRANCH-DIFF:2.33→2.43,2
DEP-REL-CHG:expl→mark,1
DEP-REL-CHG:cop→acl,2
LENGTH-CHG:22→13,1
TED-RTED:37→37,3
TREE-DEPTH-DIFF:14→9,6
CONST-COUNT-DIFF:40→27,1
DEP-DIST-DIFF:3.57→2.17,1
BRANCH-DIFF:2.17→1.86,1
DEP-REL-CHG:conj→advmod,2
DEP-REL-CHG:advcl→obl,12
DEP-REL-CHG:obl→nmod:poss,4
TREE-DEPTH-DIFF:12→12,7
CONST-COUNT-DIFF:34→31,5
DEP-DIST-DIFF:2.56→1.77,1
BRANCH-DIFF:1.94→1.76,1
DEP-REL-CHG:aux:pass→cc,1
DEP-REL-CHG:nummod→mark,3
DEP-REL-CHG:obl:unmarked→advcl,2
DEP-REL-CHG:nmod:poss→det,1
CONST-COUNT-DIFF:33→26,6
DEP-DIST-DIFF:2.59→1.85,1
BRANCH-DIFF:2.13→2.08,1
DEP-REL-CHG:cop→amod,6
HEAD-CHG:16→14,1
DEP-DIST-DIFF:3.00→2.85,1
DEP-REL-CHG:nsubj→csubj,2
DEP-REL-CHG:flat→compound:prt,2
DEP-REL-CHG:csubj→nummod,1
DEP-REL-CHG:compound:prt→punct,5
DEP-REL-CHG:obj→advmod,5
DEP-DIST-DIFF:4.00→2.00,1
BRANCH-DIFF:2.08→2.10,3
DEP-DIST-DIFF:2.77→1.82,1
HEAD-CHG:14→10,1
TED-RTED:14→14,50
DEP-DIST-DIFF:2.62→1.82,1
BRANCH-DIFF:2.45→2.10,2
LENGTH-CHG:20→12,1
TED-RTED:36→36,7
DEP-DIST-DIFF:2.95→2.36,1
BRANCH-DIFF:2.27→1.73,1
DEP-REL-CHG:compound→nsubj:pass,16
DEP-DIST-DIFF:1.80→2.00,1
FW-ADD:ABSENT→ART-ADD,6
DEP-REL-CHG:nmod→nmod:poss,4
DEP-REL-CHG:nmod:poss→aux:pass,1
DEP-REL-CHG:nmod→root,17
CONST-COUNT-DIFF:30→27,5
DEP-DIST-DIFF:2.75→2.46,1
BRANCH-DIFF:2.23→2.00,2
DEP-REL-CHG:cc→nmod:poss,2
DEP-REL-CHG:conj→nmod:poss,3
LENGTH-CHG:18→13,5
DEP-DIST-DIFF:3.41→2.67,1
BRANCH-DIFF:2.89→2.50,1
DEP-REL-CHG:conj→amod,3
DEP-DIST-DIFF:2.58→2.30,1
DEP-REL-CHG:aux→ccomp,6
HEAD-CHG:10→9,14
CONST-COUNT-DIFF:25→23,6
DEP-DIST-DIFF:3.23→2.36,1
BRANCH-DIFF:2.18→2.00,7
DEP-REL-CHG:nsubj:pass→mark,14
DEP-REL-CHG:obl→aux:pass,3
CONST-ADD:ABSENT→ADJP-ADD,44
DEP-DIST-DIFF:2.18→2.33,1
BRANCH-DIFF:1.85→1.69,2
DEP-REL-CHG:nmod:poss→compound:prt,1
TREE-DEPTH-DIFF:10→5,1
DEP-DIST-DIFF:3.50→1.44,1
BRANCH-DIFF:2.17→2.12,1
DEP-REL-CHG:root→obl:unmarked,4
DEP-REL-CHG:advmod→mark,4
DEP-REL-CHG:nummod→xcomp,1
DEP-REL-CHG:obl:unmarked→amod,4
DEP-REL-CHG:advmod→nmod,4
TREE-DEPTH-DIFF:13→11,5
DEP-DIST-DIFF:3.50→2.00,1
BRANCH-DIFF:1.95→1.71,1
DEP-REL-CHG:nummod→obl,15
DEP-DIST-DIFF:3.00→2.50,1
BRANCH-DIFF:2.11→2.14,2
DEP-REL-CHG:nmod→cc,3
DEP-DIST-DIFF:2.45→1.89,3
BRANCH-DIFF:2.10→2.12,2
DEP-REL-CHG:advcl→nummod,7
DEP-DIST-DIFF:2.17→1.60,1
BRANCH-DIFF:2.33→2.11,1
DEP-REL-CHG:xcomp→mark,8
DEP-DIST-DIFF:2.62→2.00,1
LEMMA-CHG:TCS→tcs,1
DEP-REL-CHG:obl→det,2
DEP-DIST-DIFF:3.81→2.54,1
TREE-DEPTH-DIFF:13→10,14
CONST-COUNT-DIFF:30→24,9
BRANCH-DIFF:1.81→1.77,1
DEP-REL-CHG:amod→obl:agent,2
DEP-REL-CHG:obl:agent→cc,1
DEP-REL-CHG:cc→aux:pass,2
DEP-REL-CHG:aux:pass→conj,1
DEP-REL-CHG:conj→det,2
LENGTH-CHG:21→19,3
CONST-COUNT-DIFF:38→36,1
DEP-DIST-DIFF:3.65→2.67,1
BRANCH-DIFF:2.18→2.06,1
DEP-DIST-DIFF:3.07→2.67,1
POS-CHG:NOUN→VERB,21
DEP-REL-CHG:amod→aux:pass,3
HEAD-CHG:6→7,3
LENGTH-CHG:22→16,3
CONST-COUNT-DIFF:39→29,2
DEP-DIST-DIFF:3.33→2.13,1
BRANCH-DIFF:2.24→2.15,1
DEP-REL-CHG:obl→punct,107
DEP-REL-CHG:compound→parataxis,16
DEP-DIST-DIFF:3.47→2.83,1
DEP-REL-CHG:cop→compound,2
CONST-COUNT-DIFF:32→24,5
DEP-DIST-DIFF:4.00→2.33,1
BRANCH-DIFF:2.07→2.09,1
DEP-DIST-DIFF:3.07→2.45,1
BRANCH-DIFF:2.17→2.10,1
DEP-REL-CHG:nmod→acl:relcl,1
TREE-DEPTH-DIFF:15→8,2
CONST-COUNT-DIFF:37→33,3
DEP-DIST-DIFF:2.75→2.00,2
BRANCH-DIFF:1.80→1.68,1
DEP-REL-CHG:obl:agent→mark,1
DEP-DIST-DIFF:2.46→1.91,1
HEAD-CHG:7→8,1
DEP-DIST-DIFF:2.46→2.09,1
BRANCH-DIFF:1.93→1.92,3
DEP-REL-CHG:det→parataxis,18
TED-KLEIN:24→24,13
DEP-DIST-DIFF:3.14→2.27,1
CONST-COUNT-DIFF:20→19,4
DEP-DIST-DIFF:2.20→1.67,1
BRANCH-DIFF:2.11→2.00,4
C-ADD:ABSENT→ADV-ADD,10
LEMMA-CHG:coolie→Coolie,1
HEAD-CHG:3→14,1
TREE-DEPTH-DIFF:8→11,5
CONST-COUNT-DIFF:32→31,3
DEP-DIST-DIFF:4.39→4.07,4
BRANCH-DIFF:2.38→1.88,1
DEP-REL-CHG:det→acl:relcl,6
DEP-REL-CHG:nmod:poss→xcomp,2
CONST-COUNT-DIFF:32→28,2
DEP-DIST-DIFF:3.33→2.00,1
BRANCH-DIFF:1.94→1.59,1
DEP-DIST-DIFF:3.00→2.45,1
BRANCH-DIFF:2.00→2.00,8
FORM-CHG:lost→loses,1
CONST-COUNT-DIFF:25→24,4
DEP-DIST-DIFF:3.25→2.55,1
DEP-REL-CHG:expl→acl,1
DEP-REL-CHG:acl→root,5
DEP-DIST-DIFF:2.57→2.10,1
BRANCH-DIFF:1.88→1.83,2
DEP-REL-CHG:compound→aux,4
DEP-REL-CHG:nummod→parataxis,7
DEP-REL-CHG:obj→nsubj,8
TED-RTED:31→31,7
CONST-COUNT-DIFF:36→25,3
DEP-DIST-DIFF:2.68→2.50,1
BRANCH-DIFF:2.19→2.00,2
FORM-CHG:saying→says,1
DEP-REL-CHG:flat→cop,1
DEP-REL-CHG:mark→ccomp,5
FEAT-CHG:Mood=ABSENT→Mood=Ind,8
FEAT-CHG:Person=ABSENT→Person=3,8
FEAT-CHG:VerbForm=Part→VerbForm=Fin,7
VERB-FORM-CHG:Part→Fin,7
TED-ZHANG-SHASHA:34→34,3
TED-RTED:35→35,4
DEP-DIST-DIFF:2.79→2.00,1
BRANCH-DIFF:2.08→1.69,2
LENGTH-CHG:10→8,13
CONST-COUNT-DIFF:19→15,6
DEP-DIST-DIFF:3.22→2.29,1
TED-KLEIN:35→35,2
DEP-DIST-DIFF:3.31→2.20,1
DEP-DIST-DIFF:2.33→2.50,1
BRANCH-DIFF:2.00→1.83,9
DEP-REL-CHG:obl→obl:agent,1
FEAT-CHG:Degree=ABSENT→Degree=Pos,2
CONST-COUNT-DIFF:28→29,1
DEP-DIST-DIFF:2.50→2.38,1
BRANCH-DIFF:2.08→1.87,1
DEP-REL-CHG:amod→flat,11
DEP-REL-CHG:amod→acl,7
DEP-REL-CHG:xcomp→root,6
DEP-REL-CHG:amod→obl:unmarked,3
TREE-DEPTH-DIFF:15→12,3
CONST-COUNT-DIFF:37→28,6
DEP-DIST-DIFF:2.44→2.25,1
DEP-REL-CHG:nummod→punct,27
DEP-REL-CHG:compound→appos,14
DEP-REL-CHG:acl→mark,1
TREE-DEPTH-DIFF:9→12,5
DEP-DIST-DIFF:2.71→2.08,2
FORM-CHG:misspelled→misspells,1
FORM-CHG:cut→cuts,1
CONST-COUNT-DIFF:29→28,5
DEP-DIST-DIFF:2.71→1.92,1
BRANCH-DIFF:2.00→1.93,3
DEP-REL-CHG:compound→aux:pass,1
DEP-REL-CHG:nsubj:pass→obl,2
DEP-REL-CHG:acl:relcl→nmod:unmarked,1
CONST-ADD:ABSENT→QP-ADD,4
DEP-DIST-DIFF:2.67→1.60,1
LENGTH-CHG:14→8,9
DEP-DIST-DIFF:2.62→1.86,1
BRANCH-DIFF:2.08→1.64,1
DEP-DIST-DIFF:2.36→2.00,5
BRANCH-DIFF:2.38→2.00,5
DEP-REL-CHG:ccomp→mark,7
DEP-REL-CHG:obj→aux:pass,1
DEP-REL-CHG:acl→xcomp,3
DEP-REL-CHG:aux:pass→nmod:poss,5
DEP-REL-CHG:case→ccomp,3
TREE-DEPTH-DIFF:15→14,2
CONST-COUNT-DIFF:31→29,3
DEP-DIST-DIFF:2.54→2.91,1
BRANCH-DIFF:1.76→1.65,1
DEP-REL-CHG:aux:pass→advcl,15
DEP-REL-CHG:mark→iobj,2
DEP-REL-CHG:advcl→det,7
DEP-REL-CHG:iobj→nsubj,3
CONST-COUNT-DIFF:29→25,11
DEP-DIST-DIFF:3.00→2.09,2
DEP-REL-CHG:acl:relcl→ccomp,1
DEP-REL-CHG:aux→xcomp,7
DEP-DIST-DIFF:3.40→1.75,1
BRANCH-DIFF:1.79→1.71,1
DEP-REL-CHG:cop→mark,6
TREE-DEPTH-DIFF:14→8,1
DEP-DIST-DIFF:3.28→2.17,1
DEP-REL-CHG:punct→obl:unmarked,8
DEP-REL-CHG:acl→appos,1
HEAD-CHG:10→8,4
DEP-DIST-DIFF:2.33→1.80,2
BRANCH-DIFF:2.20→2.36,1
DEP-REL-CHG:aux:pass→nsubj:pass,2
DEP-REL-CHG:mark→punct,19
DEP-REL-CHG:advcl→punct,12
LENGTH-CHG:23→19,1
TREE-DEPTH-DIFF:12→7,2
CONST-COUNT-DIFF:40→33,2
DEP-DIST-DIFF:2.82→2.83,1
BRANCH-DIFF:2.29→2.29,1
FORM-CHG:made→makes,1
DEP-REL-CHG:cc→det,1
CONST-COUNT-DIFF:29→27,2
DEP-DIST-DIFF:2.93→2.08,3
BRANCH-DIFF:2.15→2.00,5
DEP-REL-CHG:amod→advmod,8
DEP-REL-CHG:advcl→nmod:poss,1
DEP-REL-CHG:nmod:poss→cop,3
DEP-REL-CHG:cop→ccomp,3
LENGTH-CHG:21→18,1
CONST-COUNT-DIFF:39→36,1
DEP-DIST-DIFF:4.00→3.06,1
BRANCH-DIFF:2.11→1.94,1
DEP-REL-CHG:obj→nummod,15
DEP-REL-CHG:nummod→cc,2
DEP-DIST-DIFF:2.94→2.08,1
DEP-REL-CHG:compound:prt→nmod,1
DEP-DIST-DIFF:3.35→2.55,1
BRANCH-DIFF:1.89→1.69,1
DEP-REL-CHG:punct→acl:relcl,1
TED-RTED:42→42,2
TREE-DEPTH-DIFF:12→13,5
DEP-DIST-DIFF:3.06→1.50,1
BRANCH-DIFF:2.00→1.71,8
DEP-REL-CHG:nummod→amod,12
DEP-DIST-DIFF:2.36→1.89,2
DEP-REL-CHG:nsubj:pass→nmod,3
DEP-REL-CHG:aux:pass→acl:relcl,1
DEP-REL-CHG:acl:relcl→aux:pass,1
CONST-COUNT-DIFF:34→32,1
DEP-DIST-DIFF:3.65→3.15,1
BRANCH-DIFF:2.06→1.72,1
DEP-REL-CHG:nsubj→aux:pass,4
DEP-REL-CHG:punct→xcomp,5
DEP-REL-CHG:aux:pass→obj,4
DEP-REL-CHG:ccomp→cc,3
DEP-REL-CHG:advmod→compound:prt,1
CONST-COUNT-DIFF:41→32,1
DEP-DIST-DIFF:3.63→2.36,1
BRANCH-DIFF:1.90→1.82,1
DEP-REL-CHG:expl→amod,2
DEP-DIST-DIFF:2.69→2.00,3
DEP-REL-CHG:compound→ccomp,4
DEP-REL-CHG:cc→nummod,4
TED-KLEIN:25→25,14
TREE-DEPTH-DIFF:7→9,8
CONST-COUNT-DIFF:28→20,6
DEP-DIST-DIFF:2.73→1.44,1
BRANCH-DIFF:2.25→1.90,2
BRANCH-DIFF:1.86→1.69,2
DEP-DIST-DIFF:2.45→1.62,1
BRANCH-DIFF:1.92→1.73,3
DEP-REL-CHG:nsubj→obl:unmarked,1
DEP-REL-CHG:cop→punct,6
CONST-COUNT-DIFF:37→32,1
BRANCH-DIFF:2.25→1.82,1
POS-CHG:ADJ→VERB,8
FORM-CHG:was→is,1
DEP-REL-CHG:cop→aux:pass,3
DEP-REL-CHG:ccomp→advcl,4
CONST-COUNT-DIFF:29→22,5
DEP-DIST-DIFF:2.73→2.62,1
BRANCH-DIFF:1.65→1.62,1
DEP-REL-CHG:advmod→aux,3
DEP-REL-CHG:compound→nmod:poss,16
DEP-DIST-DIFF:2.62→2.50,1
CONST-COUNT-DIFF:27→20,2
DEP-DIST-DIFF:3.27→2.90,1
BRANCH-DIFF:2.36→2.11,1
CONST-COUNT-DIFF:25→18,6
DEP-DIST-DIFF:2.29→1.89,1
BRANCH-DIFF:2.40→2.12,1
DEP-REL-CHG:iobj→obj,4
DEP-REL-CHG:advcl→mark,3
TED-ZHANG-SHASHA:35→35,3
TED-KLEIN:29→29,4
DEP-DIST-DIFF:2.29→2.27,1
BRANCH-DIFF:2.00→1.69,4
CONST-COUNT-DIFF:18→15,3
DEP-DIST-DIFF:2.44→2.00,2
BRANCH-DIFF:2.12→2.00,6
DEP-DIST-DIFF:3.00→2.30,1
DEP-REL-CHG:nmod:unmarked→mark,3
DEP-REL-CHG:aux→aux:pass,11
LENGTH-CHG:22→14,5
TREE-DEPTH-DIFF:10→11,12
CONST-COUNT-DIFF:38→31,1
DEP-DIST-DIFF:3.52→2.69,1
BRANCH-DIFF:2.31→1.76,1
FORM-CHG:tweeted→tweets,1
FEAT-CHG:Number=Plur→Number=Sing,10
DEP-DIST-DIFF:3.14→2.33,1
BRANCH-DIFF:2.56→2.33,1
DEP-DIST-DIFF:3.12→2.31,1
DEP-DIST-DIFF:2.71→1.80,1
BRANCH-DIFF:2.27→1.91,1
DEP-DIST-DIFF:2.87→1.85,1
BRANCH-DIFF:2.07→1.93,1
DEP-DIST-DIFF:3.00→2.27,2
BRANCH-DIFF:2.00→1.73,6
DEP-REL-CHG:cc→appos,5
LENGTH-CHG:18→10,2
TED-RTED:34→34,5
CONST-COUNT-DIFF:34→16,1
DEP-DIST-DIFF:3.24→2.44,1
BRANCH-DIFF:2.06→2.50,1
DEP-REL-CHG:nmod:poss→aux,1
CONST-COUNT-DIFF:37→31,5
DEP-DIST-DIFF:3.59→2.08,1
BRANCH-DIFF:1.89→1.76,1
DEP-REL-CHG:cop→flat,3
TED-ZHANG-SHASHA:38→38,1
TED-RTED:38→38,4
DEP-DIST-DIFF:2.75→1.82,2
BRANCH-DIFF:2.23→2.10,2
DEP-REL-CHG:mark→acl:relcl,1
DEP-REL-CHG:det→aux,4
DEP-REL-CHG:compound→acl:relcl,1
DEP-REL-CHG:acl:relcl→root,1
TREE-DEPTH-DIFF:18→9,1
DEP-DIST-DIFF:3.25→2.18,1
BRANCH-DIFF:1.80→1.69,1
BRANCH-DIFF:2.50→2.29,1
DEP-REL-CHG:det→cop,1
DEP-REL-CHG:obl→advcl,8
HEAD-CHG:6→3,1
CONST-COUNT-DIFF:32→23,6
DEP-DIST-DIFF:3.19→2.30,1
BRANCH-DIFF:2.07→1.83,4
DEP-REL-CHG:obj→ccomp,1
CONST-COUNT-DIFF:40→30,1
DEP-DIST-DIFF:2.89→2.08,1
BRANCH-DIFF:1.95→1.81,1
TREE-DEPTH-DIFF:15→15,4
DEP-DIST-DIFF:2.57→1.67,2
BRANCH-DIFF:1.88→1.75,2
LENGTH-CHG:10→9,6
CONST-COUNT-DIFF:17→16,4
DEP-DIST-DIFF:2.33→1.88,1
BRANCH-DIFF:2.29→2.14,1
DEP-REL-CHG:nsubj→acl:relcl,7
DEP-REL-CHG:acl:relcl→case,3
DEP-DIST-DIFF:2.38→2.36,1
BRANCH-DIFF:1.87→1.73,1
DEP-REL-CHG:cop→nmod,4
CONST-COUNT-DIFF:34→28,5
DEP-DIST-DIFF:3.62→2.08,1
BRANCH-DIFF:1.94→1.80,1
DEP-REL-CHG:aux→advcl,6
DEP-REL-CHG:cop→advmod,2
