pair_unit,frequency
DEP-DIST-DIFF:3.07→2.30,1
BRANCH-DIFF:2.00→1.77,1
LEMMA-CHG:star→Star,1
FEAT-CHG:VerbForm=Inf→VerbForm=ABSENT,2
DEP-DIST-DIFF:3.94→2.17,1
DEP-DIST-DIFF:2.92→1.88,2
BRANCH-DIFF:2.09→1.73,2
DEP-REL-CHG:nsubj→compound:prt,1
DEP-REL-CHG:compound:prt→obj,4
DEP-DIST-DIFF:2.82→2.92,1
BRANCH-DIFF:2.31→2.18,1
DEP-DIST-DIFF:2.47→1.54,1
BRANCH-DIFF:2.15→1.93,2
CONST-COUNT-DIFF:30→19,1
DEP-DIST-DIFF:3.00→1.67,1
TED-ZHANG-SHASHA:42→42,1
TED-RTED:44→44,2
DEP-DIST-DIFF:4.33→2.15,1
BRANCH-DIFF:2.50→1.93,1
DEP-REL-CHG:amod→compound:prt,2
DEP-REL-CHG:iobj→punct,2
DEP-REL-CHG:xcomp→nmod,2
DEP-REL-CHG:det→nmod:unmarked,1
DEP-DIST-DIFF:2.89→2.14,1
DEP-REL-CHG:fixed→parataxis,1
DEP-DIST-DIFF:3.44→2.36,1
DEP-REL-CHG:parataxis→case,1
DEP-DIST-DIFF:2.46→1.78,1
DEP-REL-CHG:nsubj→appos,5
DEP-DIST-DIFF:2.08→1.67,1
BRANCH-DIFF:1.71→1.64,1
DEP-DIST-DIFF:2.20→1.40,1
BRANCH-DIFF:1.94→1.62,1
TED-SIMPLE:7→7,3
DEP-DIST-DIFF:2.18→1.89,2
LEMMA-CHG:crore→Crore,1
BRANCH-DIFF:2.23→1.91,1
DEP-REL-CHG:nsubj:pass→flat,2
LENGTH-CHG:19→11,3
DEP-DIST-DIFF:3.17→2.40,1
BRANCH-DIFF:2.06→1.71,1
DEP-REL-CHG:punct→acl,8
DEP-DIST-DIFF:3.32→1.83,2
FORM-CHG:high→High,2
CONST-COUNT-DIFF:39→32,2
DEP-DIST-DIFF:3.24→1.86,2
BRANCH-DIFF:2.24→1.82,2
DEP-DIST-DIFF:3.82→1.91,2
BRANCH-DIFF:2.31→2.10,2
FORM-CHG:sold→sells,1
DEP-DIST-DIFF:2.50→2.00,4
DEP-DIST-DIFF:3.33→2.67,1
BRANCH-DIFF:2.50→2.00,3
DEP-DIST-DIFF:3.88→2.27,1
BRANCH-DIFF:2.14→1.85,1
DEP-DIST-DIFF:3.54→2.50,1
FORM-CHG:are→being,1
CONST-COUNT-DIFF:29→21,7
DEP-DIST-DIFF:2.88→1.70,1
BRANCH-DIFF:2.40→1.93,1
DEP-DIST-DIFF:2.06→1.73,1
DEP-DIST-DIFF:3.95→2.08,1
BRANCH-DIFF:2.43→1.86,1
LENGTH-CHG:15→9,6
DEP-DIST-DIFF:2.86→1.62,1
BRANCH-DIFF:2.27→1.80,1
DEP-DIST-DIFF:3.00→1.89,1
BRANCH-DIFF:2.08→1.82,1
DEP-REL-CHG:aux:pass→ccomp,2
DEP-DIST-DIFF:2.42→2.00,2
DEP-REL-CHG:nmod→fixed,1
LENGTH-CHG:17→10,3
CONST-COUNT-DIFF:34→20,1
DEP-DIST-DIFF:2.62→2.11,1
BRANCH-DIFF:1.94→1.90,1
DEP-DIST-DIFF:2.92→2.50,1
BRANCH-DIFF:2.44→2.25,3
DEP-REL-CHG:fixed→obl,1
DEP-DIST-DIFF:2.93→3.50,1
BRANCH-DIFF:2.00→1.90,6
DEP-DIST-DIFF:3.14→2.25,1
DEP-DIST-DIFF:3.28→1.73,1
BRANCH-DIFF:2.29→1.79,1
DEP-REL-CHG:obl→cop,1
DEP-REL-CHG:punct→discourse,1
BRANCH-DIFF:2.62→2.18,1
DEP-DIST-DIFF:2.10→1.62,2
DEP-REL-CHG:advmod→cc,1
DEP-REL-CHG:advmod→det,3
DEP-REL-CHG:det→appos,9
DEP-DIST-DIFF:3.94→2.50,1
BRANCH-DIFF:2.45→2.20,2
DEP-REL-CHG:iobj→xcomp,2
CONST-COUNT-DIFF:26→26,2
DEP-DIST-DIFF:2.54→1.64,1
BRANCH-DIFF:2.08→1.79,1
DEP-DIST-DIFF:2.86→2.00,1
DEP-REL-CHG:cc→nmod,1
CONST-COUNT-DIFF:39→31,2
DEP-DIST-DIFF:3.63→1.75,1
BRANCH-DIFF:2.00→1.67,4
TED-KLEIN:32→32,4
CONST-COUNT-DIFF:23→17,5
DEP-DIST-DIFF:2.45→2.00,4
BRANCH-DIFF:2.00→1.78,5
CONST-COUNT-DIFF:36→26,1
DEP-DIST-DIFF:3.58→2.08,1
BRANCH-DIFF:2.19→2.08,1
DEP-DIST-DIFF:2.78→2.33,1
BRANCH-DIFF:2.12→1.94,1
DEP-DIST-DIFF:3.31→1.92,1
BRANCH-DIFF:2.17→1.91,2
DEP-DIST-DIFF:2.50→1.67,3
BRANCH-DIFF:1.80→1.64,1
DEP-DIST-DIFF:2.40→1.50,1
BRANCH-DIFF:2.15→1.91,2
BRANCH-DIFF:2.36→2.09,1
DEP-REL-CHG:acl→advcl,1
DEP-DIST-DIFF:2.29→2.18,1
BRANCH-DIFF:1.82→1.73,1
HEAD-CHG:5→8,1
FEAT-CHG:Tense=Pres→Tense=ABSENT,4
TREE-DEPTH-DIFF:17→16,1
DEP-DIST-DIFF:2.44→1.92,2
BRANCH-DIFF:1.80→1.65,1
DEP-DIST-DIFF:4.44→2.18,1
DEP-DIST-DIFF:2.62→1.60,1
BRANCH-DIFF:1.93→1.83,2
DEP-DIST-DIFF:2.89→1.85,1
DEP-DIST-DIFF:3.27→2.00,1
BRANCH-DIFF:1.85→1.67,2
DEP-REL-CHG:nmod:poss→parataxis,3
DEP-DIST-DIFF:3.19→1.93,1
BRANCH-DIFF:2.31→2.00,4
DEP-DIST-DIFF:2.42→1.80,1
BRANCH-DIFF:1.86→1.83,2
DEP-DIST-DIFF:2.79→2.17,1
DEP-DIST-DIFF:3.08→2.10,2
DEP-REL-CHG:xcomp→det,2
DEP-REL-CHG:nsubj:pass→nmod:poss,2
CONST-COUNT-DIFF:37→24,3
DEP-DIST-DIFF:3.22→2.00,2
CONST-COUNT-DIFF:21→16,6
DEP-DIST-DIFF:1.73→1.50,2
BRANCH-DIFF:2.22→2.14,2
LEMMA-CHG:United→Unite,2
DEP-REL-CHG:obl→nmod:unmarked,2
HEAD-CHG:11→9,2
HEAD-CHG:9→11,2
CONST-COUNT-DIFF:21→22,2
DEP-DIST-DIFF:2.73→1.80,2
BRANCH-DIFF:2.22→1.91,2
HEAD-CHG:12→10,2
DEP-DIST-DIFF:4.44→2.42,2
BRANCH-DIFF:2.29→1.80,2
DEP-REL-CHG:mark→appos,3
CONST-COUNT-DIFF:35→26,4
DEP-DIST-DIFF:2.75→1.91,2
BRANCH-DIFF:1.89→1.79,2
DEP-DIST-DIFF:2.94→1.83,2
DEP-REL-CHG:obj→dep,1
BRANCH-DIFF:2.15→2.20,1
FORM-CHG:filed→file,1
DEP-DIST-DIFF:3.29→2.33,1
BRANCH-DIFF:2.17→1.92,1
CONST-COUNT-DIFF:23→16,3
DEP-DIST-DIFF:2.33→1.71,1
BRANCH-DIFF:2.20→1.88,1
DEP-REL-CHG:compound→dep,1
DEP-DIST-DIFF:3.62→3.50,1
BRANCH-DIFF:2.07→1.77,1
FORM-CHG:is→be,1
DEP-REL-CHG:acl→nmod,1
FEAT-CHG:Number=Sing→Number=ABSENT,4
FEAT-CHG:VerbForm=Fin→VerbForm=Inf,2
VERB-FORM-CHG:Fin→Inf,2
TREE-DEPTH-DIFF:16→14,1
DEP-DIST-DIFF:3.58→1.85,1
BRANCH-DIFF:2.00→1.76,1
CONST-COUNT-DIFF:20→15,4
DEP-DIST-DIFF:2.11→1.50,2
BRANCH-DIFF:1.90→1.75,2
DEP-REL-CHG:case→obl:unmarked,4
DEP-REL-CHG:obl→obj,10
DEP-DIST-DIFF:2.43→1.82,2
DEP-DIST-DIFF:2.76→2.85,1
BRANCH-DIFF:1.94→1.93,1
DEP-DIST-DIFF:2.76→1.83,1
BRANCH-DIFF:2.13→1.80,1
DEP-DIST-DIFF:2.50→1.91,1
BRANCH-DIFF:1.88→1.69,1
DEP-REL-CHG:cop→parataxis,4
DEP-DIST-DIFF:2.00→2.23,1
BRANCH-DIFF:2.07→2.18,1
DEP-REL-CHG:obl:unmarked→conj,1
DEP-DIST-DIFF:3.31→2.08,1
DEP-REL-CHG:cop→obl:unmarked,2
DEP-REL-CHG:cop→appos,1
DEP-REL-CHG:nummod→flat,1
CONST-COUNT-DIFF:42→32,1
DEP-DIST-DIFF:3.21→2.00,1
BRANCH-DIFF:1.86→1.94,1
DEP-DIST-DIFF:2.50→2.82,1
DEP-REL-CHG:flat→iobj,1
DEP-REL-CHG:advmod→obl:unmarked,1
DEP-DIST-DIFF:2.80→2.00,2
BRANCH-DIFF:1.83→1.86,1
TED-ZHANG-SHASHA:36→36,1
DEP-DIST-DIFF:4.33→2.08,1
BRANCH-DIFF:2.64→1.80,1
DEP-REL-CHG:nmod:poss→nmod:unmarked,1
TOKEN-REORDER:POST→POST,4
DEP-DIST-DIFF:2.82→2.73,1
BRANCH-DIFF:2.10→2.38,1
LENGTH-CHG:10→11,1
CONST-COUNT-DIFF:18→21,1
DEP-DIST-DIFF:2.56→2.30,1
TED-ZHANG-SHASHA:32→32,2
TREE-DEPTH-DIFF:11→6,1
CONST-COUNT-DIFF:27→15,1
DEP-DIST-DIFF:2.92→2.14,1
LENGTH-CHG:20→11,1
TED-RTED:46→46,1
CONST-COUNT-DIFF:39→22,1
DEP-DIST-DIFF:3.53→1.80,1
DEP-REL-CHG:acl:relcl→parataxis,1
DEP-REL-CHG:aux→obl:unmarked,2
BRANCH-DIFF:2.00→2.14,1
DEP-REL-CHG:ccomp→acl:relcl,2
TED-ZHANG-SHASHA:39→39,1
DEP-DIST-DIFF:3.20→1.60,1
DEP-REL-CHG:advmod→appos,1
DEP-DIST-DIFF:3.20→2.55,1
DEP-REL-CHG:csubj→root,1
FEAT-CHG:Tense=ABSENT→Tense=Pres,3
FEAT-CHG:VerbForm=Ger→VerbForm=Part,1
VERB-FORM-CHG:Ger→Part,1
TED-KLEIN:40→40,1
TREE-DEPTH-DIFF:11→13,5
DEP-DIST-DIFF:2.57→1.91,1
DEP-DIST-DIFF:2.57→1.90,2
DEP-REL-CHG:conj→aux,1
DEP-DIST-DIFF:3.23→2.73,1
DEP-DIST-DIFF:3.07→2.17,1
BRANCH-DIFF:2.67→2.33,1
DEP-REL-CHG:cc→discourse,1
DEP-DIST-DIFF:3.25→1.92,1
BRANCH-DIFF:2.11→1.87,1
DEP-DIST-DIFF:3.68→2.23,1
BRANCH-DIFF:2.27→2.08,1
DEP-DIST-DIFF:3.10→2.00,2
DEP-REL-CHG:punct→vocative,1
DEP-DIST-DIFF:3.12→2.54,1
BRANCH-DIFF:2.14→1.93,3
CONST-COUNT-DIFF:26→21,4
DEP-DIST-DIFF:3.23→2.40,1
TREE-DEPTH-DIFF:5→5,5
DEP-DIST-DIFF:2.38→2.73,1
BRANCH-DIFF:2.86→2.57,1
DEP-DIST-DIFF:3.17→1.75,1
DEP-DIST-DIFF:2.42→1.70,1
DEP-DIST-DIFF:2.40→2.45,1
BRANCH-DIFF:2.25→2.38,2
DEP-REL-CHG:ccomp→acl,2
DEP-REL-CHG:advmod→obl:agent,1
DEP-DIST-DIFF:3.29→1.86,1
DEP-DIST-DIFF:2.23→2.00,1
BRANCH-DIFF:1.87→1.71,1
DEP-REL-CHG:cop→cc,1
DEP-DIST-DIFF:5.60→3.10,1
BRANCH-DIFF:2.50→2.43,1
CONST-COUNT-DIFF:19→14,4
DEP-DIST-DIFF:2.90→2.57,1
BRANCH-DIFF:2.25→2.17,1
DEP-DIST-DIFF:2.92→2.12,1
DEP-DIST-DIFF:3.33→2.38,1
DEP-DIST-DIFF:3.13→2.09,2
DEP-DIST-DIFF:3.69→2.25,1
DEP-REL-CHG:compound→obl:agent,1
LENGTH-CHG:16→9,1
CONST-COUNT-DIFF:28→17,1
DEP-DIST-DIFF:3.33→1.88,1
LEMMA-CHG:jail→Jail,1
LEMMA-CHG:ward→Ward,1
FORM-CHG:inmates→Inmates,1
DEP-DIST-DIFF:3.00→2.55,2
BRANCH-DIFF:2.20→1.92,2
DEP-DIST-DIFF:2.50→1.89,1
BRANCH-DIFF:2.09→1.90,1
DEP-REL-CHG:compound→csubj,1
DEP-REL-CHG:csubj→det,1
DEP-REL-CHG:flat→acl,1
DEP-REL-CHG:cop→xcomp,1
DEP-REL-CHG:acl→parataxis,1
DEP-DIST-DIFF:3.15→2.80,1
DEP-REL-CHG:fixed→mark,1
DEP-DIST-DIFF:2.77→2.40,1
DEP-DIST-DIFF:2.79→1.92,1
BRANCH-DIFF:1.88→1.86,1
TED-RTED:47→47,1
DEP-DIST-DIFF:3.53→2.77,1
DEP-REL-CHG:root→appos,2
DEP-DIST-DIFF:3.00→2.67,1
FORM-CHG:are→am,1
DEP-REL-CHG:advmod→parataxis,4
FEAT-CHG:Person=2→Person=1,1
DEP-DIST-DIFF:4.39→2.42,1
BRANCH-DIFF:1.95→1.75,1
DEP-DIST-DIFF:2.62→1.73,1
DEP-REL-CHG:iobj→appos,1
BRANCH-DIFF:2.18→1.93,1
HEAD-CHG:7→5,3
DEP-DIST-DIFF:2.73→2.00,3
CONST-COUNT-DIFF:42→33,1
DEP-DIST-DIFF:3.11→2.62,1
BRANCH-DIFF:1.86→1.68,1
DEP-REL-CHG:expl→advcl,1
DEP-REL-CHG:csubj→nmod,1
DEP-DIST-DIFF:2.36→1.50,1
BRANCH-DIFF:1.65→1.73,1
DEP-REL-CHG:amod→parataxis,7
DEP-DIST-DIFF:2.93→3.55,1
DEP-DIST-DIFF:2.86→2.45,1
BRANCH-DIFF:2.30→2.25,1
DEP-DIST-DIFF:3.05→2.60,1
BRANCH-DIFF:2.12→2.07,1
LENGTH-CHG:8→6,1
CONST-COUNT-DIFF:15→12,1
DEP-DIST-DIFF:2.57→2.20,2
DEP-REL-CHG:xcomp→conj,2
DEP-DIST-DIFF:2.54→2.55,1
DEP-REL-CHG:case→discourse,1
CONST-COUNT-DIFF:33→22,2
DEP-DIST-DIFF:3.13→2.30,1
BRANCH-DIFF:1.88→1.91,1
DEP-DIST-DIFF:3.23→2.33,1
DEP-REL-CHG:root→nmod:unmarked,1
DEP-DIST-DIFF:2.25→1.75,1
DEP-REL-CHG:nummod→compound:prt,1
DEP-REL-CHG:nsubj:pass→xcomp,3
CONST-COUNT-DIFF:34→26,2
DEP-DIST-DIFF:3.83→2.33,1
DEP-DIST-DIFF:3.59→2.94,1
DEP-DIST-DIFF:2.54→2.33,2
CONST-COUNT-DIFF:13→12,1
DEP-DIST-DIFF:2.57→2.17,1
BRANCH-DIFF:2.40→2.20,1
CONST-COUNT-DIFF:19→16,7
DEP-DIST-DIFF:2.00→1.57,1
CONST-COUNT-DIFF:14→14,1
DEP-DIST-DIFF:2.17→2.17,1
BRANCH-DIFF:1.86→1.86,1
LENGTH-CHG:10→6,6
CONST-COUNT-DIFF:18→12,3
DEP-DIST-DIFF:2.00→1.60,2
BRANCH-DIFF:2.12→1.83,2
DEP-DIST-DIFF:2.55→2.55,1
CONST-COUNT-DIFF:32→32,1
DEP-DIST-DIFF:3.12→3.31,1
LEMMA-CHG:married→marry,1
TED-SIMPLE:2→2,3
TED-ZHANG-SHASHA:3→3,6
TED-KLEIN:3→3,6
TED-RTED:3→3,6
DEP-DIST-DIFF:1.89→2.00,1
DEP-REL-CHG:aux→nmod:unmarked,1
LENGTH-CHG:7→4,2
TREE-DEPTH-DIFF:6→4,1
CONST-COUNT-DIFF:13→8,1
DEP-DIST-DIFF:1.50→1.33,1
LENGTH-CHG:5→4,2
TREE-DEPTH-DIFF:4→3,1
CONST-COUNT-DIFF:9→6,1
DEP-DIST-DIFF:1.75→1.33,2
BRANCH-DIFF:2.00→2.50,1
FORM-CHG:messages→message,1
DEP-DIST-DIFF:2.20→1.56,1
BRANCH-DIFF:1.77→1.69,1
CONST-COUNT-DIFF:12→12,1
DEP-DIST-DIFF:1.50→1.50,1
BRANCH-DIFF:1.57→1.57,1
TED-SIMPLE:6→6,2
CONST-COUNT-DIFF:10→9,1
BRANCH-DIFF:1.80→1.60,1
LENGTH-CHG:7→6,3
CONST-COUNT-DIFF:14→13,2
DEP-DIST-DIFF:2.50→1.80,2
BRANCH-DIFF:1.86→1.71,1
DEP-DIST-DIFF:2.50→1.71,2
BRANCH-DIFF:2.11→1.78,4
LENGTH-CHG:4→3,1
TREE-DEPTH-DIFF:3→3,1
CONST-COUNT-DIFF:6→5,1
DEP-DIST-DIFF:1.33→1.50,1
DEP-DIST-DIFF:3.24→2.00,1
BRANCH-DIFF:2.13→1.91,1
DEP-REL-CHG:cc→aux,2
DEP-REL-CHG:advmod→aux:pass,1
DEP-REL-CHG:obl→dep,2
DEP-REL-CHG:dep→punct,1
LENGTH-CHG:30→28,1
CONST-COUNT-DIFF:51→49,1
DEP-DIST-DIFF:3.03→3.11,1
BRANCH-DIFF:2.38→2.29,2
DEP-DIST-DIFF:2.62→2.40,1
BRANCH-DIFF:1.94→1.71,2
LENGTH-CHG:6→5,2
CONST-COUNT-DIFF:11→10,1
DEP-DIST-DIFF:1.80→1.50,1
DEP-DIST-DIFF:2.43→1.80,1
DEP-DIST-DIFF:2.09→1.67,1
FORM-CHG:concluded→concludes,2
DEP-DIST-DIFF:2.46→2.08,2
BRANCH-DIFF:2.44→2.33,2
FORM-CHG:shot→shoots,2
LENGTH-CHG:9→7,3
CONST-COUNT-DIFF:17→15,3
DEP-DIST-DIFF:2.25→1.50,2
DEP-REL-CHG:expl→det,3
DEP-DIST-DIFF:3.33→2.33,1
BRANCH-DIFF:1.92→1.90,2
CONST-COUNT-DIFF:39→30,1
DEP-DIST-DIFF:3.25→2.47,1
BRANCH-DIFF:2.11→2.07,1
CONST-COUNT-DIFF:15→15,1
DEP-DIST-DIFF:1.83→1.40,1
BRANCH-DIFF:1.75→1.56,1
DEP-DIST-DIFF:3.33→2.47,1
BRANCH-DIFF:2.20→2.07,1
LENGTH-CHG:8→5,5
CONST-COUNT-DIFF:15→10,2
DEP-DIST-DIFF:1.71→1.50,1
DEP-REL-CHG:amod→cop,1
DEP-DIST-DIFF:3.07→2.69,1
BRANCH-DIFF:2.36→2.08,2
DEP-REL-CHG:dislocated→det,1
DEP-REL-CHG:acl:relcl→punct,1
DEP-DIST-DIFF:2.94→2.23,1
BRANCH-DIFF:2.06→1.87,1
DEP-REL-CHG:cc→xcomp,1
DEP-DIST-DIFF:2.33→2.42,1
DEP-REL-CHG:punct→nsubj:pass,6
DEP-REL-CHG:parataxis→punct,1
DEP-DIST-DIFF:3.56→2.64,1
DEP-REL-CHG:conj→compound:prt,1
DEP-REL-CHG:nsubj→iobj,2
DEP-REL-CHG:parataxis→amod,1
DEP-DIST-DIFF:2.94→2.17,1
CONST-COUNT-DIFF:35→20,1
DEP-DIST-DIFF:3.67→2.20,1
BRANCH-DIFF:2.12→2.11,1
DEP-REL-CHG:csubj:pass→case,1
LENGTH-CHG:23→20,2
CONST-COUNT-DIFF:41→38,1
DEP-DIST-DIFF:4.50→4.05,1
BRANCH-DIFF:2.22→2.06,1
LENGTH-CHG:13→7,2
CONST-COUNT-DIFF:24→14,1
DEP-DIST-DIFF:3.33→1.50,1
BRANCH-DIFF:2.09→1.86,1
DEP-DIST-DIFF:3.44→3.20,1
DEP-DIST-DIFF:2.80→2.20,1
BRANCH-DIFF:1.94→1.83,1
DEP-DIST-DIFF:3.74→2.50,1
BRANCH-DIFF:2.36→1.88,1
DEP-DIST-DIFF:2.31→2.11,1
BRANCH-DIFF:2.62→2.12,1
DEP-REL-CHG:acl→det,2
CONST-COUNT-DIFF:18→13,3
DEP-DIST-DIFF:2.78→1.80,1
BRANCH-DIFF:2.12→1.71,1
CONST-COUNT-DIFF:21→21,1
DEP-DIST-DIFF:2.22→1.78,1
BRANCH-DIFF:1.82→1.82,1
CONST-COUNT-DIFF:18→14,4
DEP-DIST-DIFF:2.00→1.33,2
BRANCH-DIFF:2.12→1.86,3
DEP-REL-CHG:flat→ccomp,1
DEP-REL-CHG:parataxis→flat,2
DEP-DIST-DIFF:4.25→2.15,1
DEP-DIST-DIFF:1.70→1.38,1
FORM-CHG:visiting→visit,1
DEP-REL-CHG:xcomp→appos,1
FEAT-CHG:Number=ABSENT→Number=Plur,2
FEAT-CHG:VerbForm=Ger→VerbForm=Fin,1
VERB-FORM-CHG:Ger→Fin,1
DEP-DIST-DIFF:2.92→2.91,1
DEP-DIST-DIFF:2.30→1.86,1
BRANCH-DIFF:2.25→1.88,1
CONST-COUNT-DIFF:25→16,3
DEP-DIST-DIFF:3.23→2.43,1
BRANCH-DIFF:2.18→1.88,2
DEP-DIST-DIFF:2.69→2.50,1
BRANCH-DIFF:2.18→1.77,1
LENGTH-CHG:21→17,1
DEP-DIST-DIFF:3.65→2.62,1
BRANCH-DIFF:2.43→2.07,1
HEAD-CHG:3→7,1
DEP-DIST-DIFF:3.00→2.73,1
PUNCT-ADD:→slash,1
DEP-DIST-DIFF:3.24→2.87,1
BRANCH-DIFF:2.06→2.25,1
CONST-COUNT-DIFF:21→18,3
DEP-DIST-DIFF:2.55→2.25,1
BRANCH-DIFF:2.22→1.89,1
BRANCH-DIFF:1.92→1.70,1
DEP-DIST-DIFF:2.71→2.92,1
FORM-CHG:Parking→parking,1
DEP-REL-CHG:aux:pass→nmod,5
DEP-DIST-DIFF:2.54→1.78,1
CONST-COUNT-DIFF:20→20,1
BRANCH-DIFF:2.11→1.73,1
FORM-CHG:lauded→lauds,1
DEP-REL-CHG:root→parataxis,7
DEP-DIST-DIFF:2.67→2.33,1
DEP-DIST-DIFF:2.87→2.18,1
CONST-COUNT-DIFF:19→13,2
DEP-DIST-DIFF:2.11→1.40,1
TED-KLEIN:36→36,1
DEP-DIST-DIFF:2.29→1.91,1
BRANCH-DIFF:2.40→1.92,1
BRANCH-DIFF:2.23→1.92,2
CONST-COUNT-DIFF:18→17,1
DEP-DIST-DIFF:2.43→1.67,1
BRANCH-DIFF:1.70→1.60,1
DEP-REL-CHG:xcomp→compound:prt,2
DEP-DIST-DIFF:2.50→1.90,2
BRANCH-DIFF:1.80→1.71,1
DEP-DIST-DIFF:2.90→2.12,1
BRANCH-DIFF:1.77→1.67,1
DEP-DIST-DIFF:2.21→2.00,1
BRANCH-DIFF:2.40→2.00,1
DEP-DIST-DIFF:2.17→2.00,2
BRANCH-DIFF:2.20→1.80,2
DEP-DIST-DIFF:2.47→4.07,1
BRANCH-DIFF:1.85→1.80,1
DEP-DIST-DIFF:3.33→2.18,1
DEP-DIST-DIFF:3.29→2.86,1
BRANCH-DIFF:2.40→2.56,1
DEP-REL-CHG:case→vocative,3
DEP-DIST-DIFF:2.00→1.86,2
DEP-REL-CHG:obl:agent→punct,2
DEP-DIST-DIFF:3.07→2.36,1
BRANCH-DIFF:2.40→2.10,1
DEP-DIST-DIFF:3.08→2.78,1
DEP-DIST-DIFF:2.33→2.22,1
DEP-DIST-DIFF:2.53→2.20,1
DEP-DIST-DIFF:2.36→2.10,1
DEP-DIST-DIFF:2.18→2.25,1
CONST-COUNT-DIFF:13→13,2
DEP-DIST-DIFF:3.00→3.00,1
BRANCH-DIFF:1.71→1.71,1
DEP-DIST-DIFF:3.21→2.10,1
BRANCH-DIFF:2.40→2.11,1
DEP-DIST-DIFF:3.00→2.38,2
LENGTH-CHG:9→6,7
BRANCH-DIFF:1.89→1.62,1
DEP-DIST-DIFF:2.93→1.89,1
BRANCH-DIFF:2.17→1.69,1
DEP-DIST-DIFF:2.53→1.90,1
FORM-CHG:Kids→kids,1
CONST-COUNT-DIFF:22→16,5
DEP-DIST-DIFF:3.00→2.29,2
BRANCH-DIFF:2.10→1.88,2
DEP-DIST-DIFF:3.05→2.42,1
DEP-DIST-DIFF:3.24→1.91,1
BRANCH-DIFF:1.82→1.70,1
"PUNCT-SUBST:in→,",1
DEP-DIST-DIFF:2.58→1.89,1
DEP-DIST-DIFF:2.67→1.80,2
DEP-DIST-DIFF:2.21→1.50,1
BRANCH-DIFF:2.17→1.83,1
CONST-COUNT-DIFF:33→20,1
DEP-DIST-DIFF:3.29→2.11,1
BRANCH-DIFF:2.13→1.90,1
DEP-DIST-DIFF:2.43→1.60,2
DEP-DIST-DIFF:2.75→1.30,1
DEP-REL-CHG:obl→csubj,1
BRANCH-DIFF:2.30→1.73,1
DEP-DIST-DIFF:2.59→1.91,1
BRANCH-DIFF:2.31→1.92,1
DEP-REL-CHG:nsubj→vocative,1
DEP-DIST-DIFF:2.33→1.78,1
LENGTH-CHG:12→6,2
CONST-COUNT-DIFF:25→13,1
DEP-DIST-DIFF:2.55→2.20,1
BRANCH-DIFF:1.85→1.71,1
TREE-DEPTH-DIFF:11→12,3
DEP-DIST-DIFF:2.36→1.80,2
DEP-DIST-DIFF:2.56→2.33,1
LENGTH-CHG:23→16,1
CONST-COUNT-DIFF:43→33,1
DEP-DIST-DIFF:3.82→3.13,1
DEP-REL-CHG:punct→nummod,10
DEP-REL-CHG:nsubj:pass→obl:unmarked,2
DEP-DIST-DIFF:3.31→2.00,2
DEP-DIST-DIFF:2.43→2.55,1
BRANCH-DIFF:2.17→1.73,1
DEP-DIST-DIFF:2.50→1.57,1
BRANCH-DIFF:2.09→1.70,1
DEP-DIST-DIFF:3.08→3.14,1
DEP-DIST-DIFF:2.80→2.55,1
BRANCH-DIFF:2.36→2.22,1
DEP-DIST-DIFF:2.56→2.08,1
CONST-COUNT-DIFF:32→22,3
DEP-DIST-DIFF:2.82→2.10,1
BRANCH-DIFF:2.21→1.91,2
DEP-DIST-DIFF:3.00→2.36,1
DEP-DIST-DIFF:3.07→2.00,1
DEP-DIST-DIFF:3.15→2.89,1
BRANCH-DIFF:2.30→1.75,2
HEAD-CHG:2→3,4
DEP-DIST-DIFF:2.20→1.71,3
DEP-DIST-DIFF:2.62→2.43,1
DEP-DIST-DIFF:2.23→1.89,1
BRANCH-DIFF:2.18→1.82,1
LENGTH-CHG:9→5,3
DEP-DIST-DIFF:2.00→1.25,3
BRANCH-DIFF:2.33→1.80,1
FORM-CHG:‘→’,3
CONST-COUNT-DIFF:43→36,1
DEP-DIST-DIFF:4.48→3.56,1
BRANCH-DIFF:2.21→2.06,1
DEP-DIST-DIFF:2.18→2.22,1
DEP-DIST-DIFF:2.18→2.50,1
BRANCH-DIFF:2.22→1.80,1
DEP-DIST-DIFF:2.94→2.92,1
DEP-DIST-DIFF:3.12→2.57,1
DEP-DIST-DIFF:1.88→1.20,1
BRANCH-DIFF:1.80→1.62,1
DEP-DIST-DIFF:2.00→1.88,1
BRANCH-DIFF:2.50→2.33,1
DEP-REL-CHG:case→acl:relcl,1
DEP-DIST-DIFF:2.36→1.62,2
DEP-DIST-DIFF:3.50→2.87,1
BRANCH-DIFF:2.33→2.25,1
CONST-COUNT-DIFF:20→23,1
DEP-DIST-DIFF:1.78→1.38,1
BRANCH-DIFF:1.90→1.57,1
DEP-DIST-DIFF:2.38→2.67,1
DEP-REL-CHG:advcl→parataxis,1
CONST-COUNT-DIFF:40→31,1
DEP-DIST-DIFF:3.10→2.31,1
BRANCH-DIFF:2.17→1.76,1
DEP-DIST-DIFF:2.56→1.67,1
BRANCH-DIFF:1.75→1.67,2
DEP-REL-CHG:amod→nmod:unmarked,2
FEAT-CHG:Foreign=ABSENT→Foreign=Yes,1
CONST-COUNT-DIFF:35→33,2
DEP-DIST-DIFF:3.18→2.58,1
BRANCH-DIFF:2.83→2.46,1
DEP-DIST-DIFF:2.56→1.71,1
FORM-CHG:increase→increasing,1
FEAT-CHG:VerbForm=Inf→VerbForm=Part,1
VERB-FORM-CHG:Inf→Part,1
