feature_id,canonical_value,headline_value,transformation,count
DEP-REL-CHG,case,nmod,case→nmod,135
DEP-REL-CHG,det,case,det→case,115
DEP-REL-CHG,obl,punct,obl→punct,107
DEP-REL-CHG,obj,case,obj→case,106
DEP-REL-CHG,compound,nsubj,compound→nsubj,104
DEP-REL-CHG,root,obj,root→obj,104
DEP-REL-CHG,det,amod,det→amod,94
DEP-REL-CHG,case,punct,case→punct,86
DEP-REL-CHG,case,amod,case→amod,84
DEP-REL-CHG,punct,compound,punct→compound,84
DEP-REL-CHG,compound,obj,compound→obj,83
DEP-REL-CHG,compound,case,compound→case,81
DEP-REL-CHG,case,root,case→root,80
DEP-REL-CHG,det,obl,det→obl,78
DEP-REL-CHG,compound,punct,compound→punct,76
DEP-REL-CHG,root,compound,root→compound,75
DEP-REL-CHG,det,obj,det→obj,73
DEP-REL-CHG,det,punct,det→punct,72
DEP-REL-CHG,det,root,det→root,72
DEP-REL-CHG,nsubj,case,nsubj→case,71
DEP-REL-CHG,compound,obl,compound→obl,66
DEP-REL-CHG,aux,mark,aux→mark,66
DEP-REL-CHG,aux,case,aux→case,65
DEP-REL-CHG,amod,compound,amod→compound,64
DEP-REL-CHG,nsubj:pass,root,nsubj:pass→root,63
DEP-REL-CHG,det,nmod,det→nmod,62
DEP-REL-CHG,nsubj,compound,nsubj→compound,60
DEP-REL-CHG,aux:pass,case,aux:pass→case,60
DEP-REL-CHG,obl,case,obl→case,58
DEP-REL-CHG,amod,nsubj,amod→nsubj,57
DEP-REL-CHG,punct,amod,punct→amod,57
DEP-REL-CHG,root,amod,root→amod,57
DEP-REL-CHG,nmod:poss,case,nmod:poss→case,57
DEP-REL-CHG,root,obl,root→obl,57
DEP-REL-CHG,compound,root,compound→root,56
DEP-REL-CHG,amod,case,amod→case,52
DEP-REL-CHG,nsubj:pass,case,nsubj:pass→case,51
DEP-REL-CHG,aux,obj,aux→obj,51
DEP-REL-CHG,compound,nmod,compound→nmod,51
DEP-REL-CHG,punct,case,punct→case,51
DEP-REL-CHG,obj,obl,obj→obl,50
DEP-REL-CHG,punct,nsubj,punct→nsubj,49
DEP-REL-CHG,mark,obj,mark→obj,46
DEP-REL-CHG,nmod,case,nmod→case,46
DEP-REL-CHG,root,nummod,root→nummod,44
DEP-REL-CHG,root,mark,root→mark,43
DEP-REL-CHG,nsubj,mark,nsubj→mark,42
DEP-REL-CHG,aux,compound,aux→compound,42
DEP-REL-CHG,obl,compound,obl→compound,42
DEP-REL-CHG,obj,punct,obj→punct,42
DEP-REL-CHG,nsubj,obj,nsubj→obj,41
DEP-REL-CHG,punct,obj,punct→obj,41
DEP-REL-CHG,mark,advcl,mark→advcl,39
DEP-REL-CHG,amod,obj,amod→obj,39
DEP-REL-CHG,mark,case,mark→case,38
DEP-REL-CHG,punct,appos,punct→appos,38
DEP-REL-CHG,punct,root,punct→root,37
DEP-REL-CHG,obj,nmod,obj→nmod,37
DEP-REL-CHG,nummod,compound,nummod→compound,37
DEP-REL-CHG,root,punct,root→punct,37
DEP-REL-CHG,case,nsubj,case→nsubj,36
DEP-REL-CHG,nsubj:pass,nsubj,nsubj:pass→nsubj,36
DEP-REL-CHG,obj,compound,obj→compound,36
DEP-REL-CHG,obl,nmod,obl→nmod,35
DEP-REL-CHG,nsubj,aux,nsubj→aux,34
DEP-REL-CHG,aux:pass,root,aux:pass→root,34
DEP-REL-CHG,aux,acl,aux→acl,34
DEP-REL-CHG,case,nummod,case→nummod,34
DEP-REL-CHG,amod,obl,amod→obl,33
DEP-REL-CHG,amod,nmod,amod→nmod,33
DEP-REL-CHG,mark,compound,mark→compound,32
DEP-REL-CHG,compound,amod,compound→amod,32
DEP-REL-CHG,nsubj,amod,nsubj→amod,32
DEP-REL-CHG,advcl,obj,advcl→obj,32
DEP-REL-CHG,root,xcomp,root→xcomp,31
DEP-REL-CHG,root,acl,root→acl,31
DEP-REL-CHG,amod,root,amod→root,30
DEP-REL-CHG,punct,obl,punct→obl,30
DEP-REL-CHG,root,det,root→det,30
DEP-REL-CHG,det,nummod,det→nummod,30
DEP-REL-CHG,root,nsubj,root→nsubj,29
DEP-REL-CHG,det,nmod:poss,det→nmod:poss,29
DEP-REL-CHG,cc,case,cc→case,28
DEP-REL-CHG,mark,nsubj,mark→nsubj,28
DEP-REL-CHG,xcomp,case,xcomp→case,28
DEP-REL-CHG,aux:pass,obl,aux:pass→obl,28
DEP-REL-CHG,cc,conj,cc→conj,28
DEP-REL-CHG,amod,punct,amod→punct,27
DEP-REL-CHG,root,advmod,root→advmod,27
DEP-REL-CHG,case,nmod:poss,case→nmod:poss,27
DEP-REL-CHG,nummod,punct,nummod→punct,27
DEP-REL-CHG,nsubj,punct,nsubj→punct,26
DEP-REL-CHG,compound,flat,compound→flat,26
DEP-REL-CHG,flat,root,flat→root,25
DEP-REL-CHG,nmod,punct,nmod→punct,25
DEP-REL-CHG,nummod,case,nummod→case,25
DEP-REL-CHG,aux:pass,compound,aux:pass→compound,24
DEP-REL-CHG,obj,mark,obj→mark,24
DEP-REL-CHG,root,nmod:poss,root→nmod:poss,23
DEP-REL-CHG,ccomp,case,ccomp→case,23
DEP-REL-CHG,nmod:poss,compound,nmod:poss→compound,23
DEP-REL-CHG,case,det,case→det,23
DEP-REL-CHG,nummod,obj,nummod→obj,22
DEP-REL-CHG,punct,parataxis,punct→parataxis,22
DEP-REL-CHG,nsubj,advmod,nsubj→advmod,21
DEP-REL-CHG,nsubj,flat,nsubj→flat,21
DEP-REL-CHG,obj,amod,obj→amod,21
DEP-REL-CHG,nsubj:pass,aux:pass,nsubj:pass→aux:pass,21
DEP-REL-CHG,case,flat,case→flat,20
DEP-REL-CHG,obj,advcl,obj→advcl,20
DEP-REL-CHG,cop,case,cop→case,20
DEP-REL-CHG,acl,case,acl→case,20
DEP-REL-CHG,flat,case,flat→case,20
DEP-REL-CHG,punct,nmod,punct→nmod,20
DEP-REL-CHG,nsubj,parataxis,nsubj→parataxis,20
DEP-REL-CHG,obj,flat,obj→flat,20
DEP-REL-CHG,xcomp,obl,xcomp→obl,19
DEP-REL-CHG,punct,flat,punct→flat,19
DEP-REL-CHG,case,mark,case→mark,19
DEP-REL-CHG,aux,punct,aux→punct,19
DEP-REL-CHG,mark,punct,mark→punct,19
DEP-REL-CHG,case,obj,case→obj,18
DEP-REL-CHG,conj,obj,conj→obj,18
DEP-REL-CHG,det,parataxis,det→parataxis,18
DEP-REL-CHG,ccomp,compound,ccomp→compound,17
DEP-REL-CHG,punct,advmod,punct→advmod,17
DEP-REL-CHG,mark,amod,mark→amod,17
DEP-REL-CHG,root,flat,root→flat,17
DEP-REL-CHG,advcl,case,advcl→case,17
DEP-REL-CHG,nmod,root,nmod→root,17
DEP-REL-CHG,det,advmod,det→advmod,16
DEP-REL-CHG,conj,case,conj→case,16
DEP-REL-CHG,compound,nummod,compound→nummod,16
DEP-REL-CHG,nsubj:pass,acl,nsubj:pass→acl,16
DEP-REL-CHG,compound,acl,compound→acl,16
DEP-REL-CHG,xcomp,compound,xcomp→compound,16
DEP-REL-CHG,det,mark,det→mark,16
DEP-REL-CHG,advcl,compound,advcl→compound,16
DEP-REL-CHG,mark,xcomp,mark→xcomp,16
DEP-REL-CHG,compound,nsubj:pass,compound→nsubj:pass,16
DEP-REL-CHG,compound,parataxis,compound→parataxis,16
DEP-REL-CHG,compound,nmod:poss,compound→nmod:poss,16
DEP-REL-CHG,ccomp,obj,ccomp→obj,15
DEP-REL-CHG,advmod,obj,advmod→obj,15
DEP-REL-CHG,nsubj,nmod:poss,nsubj→nmod:poss,15
DEP-REL-CHG,det,nsubj:pass,det→nsubj:pass,15
DEP-REL-CHG,obl,nsubj,obl→nsubj,15
DEP-REL-CHG,aux,amod,aux→amod,15
DEP-REL-CHG,nmod:poss,obl,nmod:poss→obl,15
DEP-REL-CHG,nsubj,advcl,nsubj→advcl,15
DEP-REL-CHG,nummod,obl,nummod→obl,15
DEP-REL-CHG,aux:pass,advcl,aux:pass→advcl,15
DEP-REL-CHG,obj,nummod,obj→nummod,15
DEP-REL-CHG,obj,conj,obj→conj,14
DEP-REL-CHG,advcl,amod,advcl→amod,14
DEP-REL-CHG,nmod:poss,obj,nmod:poss→obj,14
DEP-REL-CHG,flat,nsubj,flat→nsubj,14
DEP-REL-CHG,aux:pass,xcomp,aux:pass→xcomp,14
DEP-REL-CHG,mark,root,mark→root,14
DEP-REL-CHG,compound,mark,compound→mark,14
DEP-REL-CHG,nmod:poss,nmod,nmod:poss→nmod,14
DEP-REL-CHG,nmod,compound,nmod→compound,14
DEP-REL-CHG,root,nmod,root→nmod,14
DEP-REL-CHG,ccomp,punct,ccomp→punct,14
DEP-REL-CHG,aux,nummod,aux→nummod,14
DEP-REL-CHG,nsubj:pass,mark,nsubj:pass→mark,14
DEP-REL-CHG,compound,appos,compound→appos,14
DEP-REL-CHG,nummod,nmod,nummod→nmod,14
DEP-REL-CHG,aux,advmod,aux→advmod,13
DEP-REL-CHG,nsubj,det,nsubj→det,13
DEP-REL-CHG,nsubj,obl,nsubj→obl,13
DEP-REL-CHG,case,parataxis,case→parataxis,13
DEP-REL-CHG,obj,cc,obj→cc,13
DEP-REL-CHG,aux,nsubj,aux→nsubj,13
DEP-REL-CHG,root,compound:prt,root→compound:prt,13
DEP-REL-CHG,case,appos,case→appos,13
DEP-REL-CHG,nummod,nsubj:pass,nummod→nsubj:pass,13
DEP-REL-CHG,obl,amod,obl→amod,13
DEP-REL-CHG,cc,punct,cc→punct,13
DEP-REL-CHG,det,xcomp,det→xcomp,12
DEP-REL-CHG,cop,root,cop→root,12
DEP-REL-CHG,advmod,case,advmod→case,12
DEP-REL-CHG,root,advcl,root→advcl,12
DEP-REL-CHG,ccomp,nsubj,ccomp→nsubj,12
DEP-REL-CHG,mark,advmod,mark→advmod,12
DEP-REL-CHG,nmod:poss,amod,nmod:poss→amod,12
DEP-REL-CHG,aux:pass,mark,aux:pass→mark,12
DEP-REL-CHG,amod,nsubj:pass,amod→nsubj:pass,12
DEP-REL-CHG,conj,obl,conj→obl,12
DEP-REL-CHG,mark,acl,mark→acl,12
DEP-REL-CHG,advcl,obl,advcl→obl,12
DEP-REL-CHG,advcl,punct,advcl→punct,12
DEP-REL-CHG,nummod,amod,nummod→amod,12
DEP-REL-CHG,cc,parataxis,cc→parataxis,12
DEP-REL-CHG,obj,xcomp,obj→xcomp,11
DEP-REL-CHG,nsubj,nummod,nsubj→nummod,11
DEP-REL-CHG,det,advcl,det→advcl,11
DEP-REL-CHG,obl,parataxis,obl→parataxis,11
DEP-REL-CHG,nmod,obl,nmod→obl,11
DEP-REL-CHG,xcomp,obj,xcomp→obj,11
DEP-REL-CHG,nmod,acl,nmod→acl,11
DEP-REL-CHG,nsubj:pass,compound,nsubj:pass→compound,11
DEP-REL-CHG,nsubj,cop,nsubj→cop,11
DEP-REL-CHG,nmod:poss,nsubj,nmod:poss→nsubj,11
DEP-REL-CHG,xcomp,punct,xcomp→punct,11
DEP-REL-CHG,mark,obl,mark→obl,11
DEP-REL-CHG,advmod,nsubj,advmod→nsubj,11
DEP-REL-CHG,compound:prt,case,compound:prt→case,11
DEP-REL-CHG,ccomp,nmod,ccomp→nmod,11
DEP-REL-CHG,aux,obl,aux→obl,11
DEP-REL-CHG,cc,compound,cc→compound,11
DEP-REL-CHG,amod,flat,amod→flat,11
DEP-REL-CHG,aux,aux:pass,aux→aux:pass,11
DEP-REL-CHG,nmod:poss,punct,nmod:poss→punct,11
DEP-REL-CHG,det,flat,det→flat,10
DEP-REL-CHG,case,advmod,case→advmod,10
DEP-REL-CHG,punct,mark,punct→mark,10
DEP-REL-CHG,cc,obj,cc→obj,10
DEP-REL-CHG,conj,punct,conj→punct,10
DEP-REL-CHG,nsubj,conj,nsubj→conj,10
DEP-REL-CHG,nsubj,ccomp,nsubj→ccomp,10
DEP-REL-CHG,amod,mark,amod→mark,10
DEP-REL-CHG,obl,root,obl→root,10
DEP-REL-CHG,obj,root,obj→root,10
DEP-REL-CHG,obl,nummod,obl→nummod,10
DEP-REL-CHG,nummod,appos,nummod→appos,10
DEP-REL-CHG,obl,obj,obl→obj,10
DEP-REL-CHG,punct,nummod,punct→nummod,10
DEP-REL-CHG,det,acl,det→acl,9
DEP-REL-CHG,obj,det,obj→det,9
DEP-REL-CHG,nsubj,acl,nsubj→acl,9
DEP-REL-CHG,nummod,obl:unmarked,nummod→obl:unmarked,9
DEP-REL-CHG,advmod,compound,advmod→compound,9
DEP-REL-CHG,mark,nmod,mark→nmod,9
DEP-REL-CHG,det,ccomp,det→ccomp,9
DEP-REL-CHG,obj,appos,obj→appos,9
DEP-REL-CHG,punct,cop,punct→cop,9
DEP-REL-CHG,obl,flat,obl→flat,9
DEP-REL-CHG,obl,mark,obl→mark,9
DEP-REL-CHG,punct,det,punct→det,9
DEP-REL-CHG,aux,det,aux→det,9
DEP-REL-CHG,amod,appos,amod→appos,9
DEP-REL-CHG,det,appos,det→appos,9
DEP-REL-CHG,cc,nsubj,cc→nsubj,8
DEP-REL-CHG,aux,nmod,aux→nmod,8
DEP-REL-CHG,obl,cc,obl→cc,8
DEP-REL-CHG,case,conj,case→conj,8
DEP-REL-CHG,root,cop,root→cop,8
DEP-REL-CHG,nmod,flat,nmod→flat,8
DEP-REL-CHG,ccomp,obl,ccomp→obl,8
DEP-REL-CHG,advmod,obl,advmod→obl,8
DEP-REL-CHG,nsubj,nmod,nsubj→nmod,8
DEP-REL-CHG,compound,cc,compound→cc,8
DEP-REL-CHG,obl,conj,obl→conj,8
DEP-REL-CHG,obj,nmod:poss,obj→nmod:poss,8
DEP-REL-CHG,conj,nsubj,conj→nsubj,8
DEP-REL-CHG,compound,advmod,compound→advmod,8
DEP-REL-CHG,aux:pass,acl,aux:pass→acl,8
DEP-REL-CHG,punct,nmod:poss,punct→nmod:poss,8
DEP-REL-CHG,advmod,advcl,advmod→advcl,8
DEP-REL-CHG,nummod,root,nummod→root,8
DEP-REL-CHG,xcomp,mark,xcomp→mark,8
DEP-REL-CHG,obj,nsubj,obj→nsubj,8
DEP-REL-CHG,punct,obl:unmarked,punct→obl:unmarked,8
DEP-REL-CHG,amod,advmod,amod→advmod,8
DEP-REL-CHG,obl,advcl,obl→advcl,8
DEP-REL-CHG,mark,nmod:poss,mark→nmod:poss,8
DEP-REL-CHG,obj,parataxis,obj→parataxis,8
DEP-REL-CHG,obl,appos,obl→appos,8
DEP-REL-CHG,nmod,appos,nmod→appos,8
DEP-REL-CHG,compound,det,compound→det,8
DEP-REL-CHG,punct,acl,punct→acl,8
DEP-REL-CHG,nummod,nsubj,nummod→nsubj,7
DEP-REL-CHG,advmod,root,advmod→root,7
DEP-REL-CHG,ccomp,parataxis,ccomp→parataxis,7
DEP-REL-CHG,root,cc,root→cc,7
DEP-REL-CHG,flat,obj,flat→obj,7
DEP-REL-CHG,flat,mark,flat→mark,7
DEP-REL-CHG,cc,mark,cc→mark,7
DEP-REL-CHG,aux:pass,amod,aux:pass→amod,7
DEP-REL-CHG,aux:pass,nummod,aux:pass→nummod,7
DEP-REL-CHG,nmod,obj,nmod→obj,7
DEP-REL-CHG,ccomp,nmod:poss,ccomp→nmod:poss,7
DEP-REL-CHG,amod,xcomp,amod→xcomp,7
DEP-REL-CHG,mark,nummod,mark→nummod,7
DEP-REL-CHG,aux:pass,punct,aux:pass→punct,7
DEP-REL-CHG,amod,conj,amod→conj,7
DEP-REL-CHG,aux,parataxis,aux→parataxis,7
DEP-REL-CHG,punct,conj,punct→conj,7
DEP-REL-CHG,cop,obj,cop→obj,7
DEP-REL-CHG,acl,obj,acl→obj,7
DEP-REL-CHG,case,acl,case→acl,7
DEP-REL-CHG,amod,cc,amod→cc,7
DEP-REL-CHG,compound,xcomp,compound→xcomp,7
DEP-REL-CHG,obj,acl,obj→acl,7
DEP-REL-CHG,root,aux,root→aux,7
DEP-REL-CHG,conj,compound,conj→compound,7
DEP-REL-CHG,advcl,nummod,advcl→nummod,7
DEP-REL-CHG,nummod,parataxis,nummod→parataxis,7
DEP-REL-CHG,amod,acl,amod→acl,7
DEP-REL-CHG,ccomp,mark,ccomp→mark,7
DEP-REL-CHG,advcl,det,advcl→det,7
DEP-REL-CHG,aux,xcomp,aux→xcomp,7
DEP-REL-CHG,nsubj,acl:relcl,nsubj→acl:relcl,7
DEP-REL-CHG,nmod,amod,nmod→amod,7
DEP-REL-CHG,nmod,mark,nmod→mark,7
DEP-REL-CHG,aux:pass,advmod,aux:pass→advmod,7
DEP-REL-CHG,nsubj:pass,punct,nsubj:pass→punct,7
DEP-REL-CHG,aux,compound:prt,aux→compound:prt,7
DEP-REL-CHG,advmod,punct,advmod→punct,7
DEP-REL-CHG,amod,parataxis,amod→parataxis,7
DEP-REL-CHG,root,parataxis,root→parataxis,7
DEP-REL-CHG,xcomp,nsubj,xcomp→nsubj,6
DEP-REL-CHG,ccomp,root,ccomp→root,6
DEP-REL-CHG,punct,ccomp,punct→ccomp,6
DEP-REL-CHG,nsubj,xcomp,nsubj→xcomp,6
DEP-REL-CHG,aux,flat,aux→flat,6
DEP-REL-CHG,det,cc,det→cc,6
DEP-REL-CHG,mark,aux:pass,mark→aux:pass,6
DEP-REL-CHG,nsubj,nsubj:pass,nsubj→nsubj:pass,6
DEP-REL-CHG,conj,nmod,conj→nmod,6
DEP-REL-CHG,punct,cc,punct→cc,6
DEP-REL-CHG,root,nsubj:pass,root→nsubj:pass,6
DEP-REL-CHG,nsubj,cc,nsubj→cc,6
DEP-REL-CHG,ccomp,xcomp,ccomp→xcomp,6
DEP-REL-CHG,case,cc,case→cc,6
DEP-REL-CHG,ccomp,advmod,ccomp→advmod,6
DEP-REL-CHG,ccomp,flat,ccomp→flat,6
DEP-REL-CHG,compound:prt,compound,compound:prt→compound,6
DEP-REL-CHG,flat,amod,flat→amod,6
DEP-REL-CHG,cop,amod,cop→amod,6
DEP-REL-CHG,aux,ccomp,aux→ccomp,6
DEP-REL-CHG,det,acl:relcl,det→acl:relcl,6
DEP-REL-CHG,xcomp,root,xcomp→root,6
DEP-REL-CHG,cop,mark,cop→mark,6
DEP-REL-CHG,cop,punct,cop→punct,6
DEP-REL-CHG,aux,advcl,aux→advcl,6
DEP-REL-CHG,nmod,parataxis,nmod→parataxis,6
DEP-REL-CHG,conj,appos,conj→appos,6
DEP-REL-CHG,punct,nsubj:pass,punct→nsubj:pass,6
DEP-REL-CHG,nmod,aux,nmod→aux,5
DEP-REL-CHG,mark,aux,mark→aux,5
DEP-REL-CHG,compound,advcl,compound→advcl,5
DEP-REL-CHG,root,ccomp,root→ccomp,5
DEP-REL-CHG,obl:unmarked,case,obl:unmarked→case,5
DEP-REL-CHG,amod,advcl,amod→advcl,5
DEP-REL-CHG,mark,parataxis,mark→parataxis,5
DEP-REL-CHG,advcl,nsubj,advcl→nsubj,5
DEP-REL-CHG,nmod,nsubj,nmod→nsubj,5
DEP-REL-CHG,cop,nsubj,cop→nsubj,5
DEP-REL-CHG,ccomp,conj,ccomp→conj,5
DEP-REL-CHG,conj,nummod,conj→nummod,5
DEP-REL-CHG,amod,nummod,amod→nummod,5
DEP-REL-CHG,flat,advmod,flat→advmod,5
DEP-REL-CHG,advmod,flat,advmod→flat,5
DEP-REL-CHG,nsubj:pass,advmod,nsubj:pass→advmod,5
DEP-REL-CHG,det,conj,det→conj,5
DEP-REL-CHG,acl,compound,acl→compound,5
DEP-REL-CHG,case,cop,case→cop,5
DEP-REL-CHG,cop,obl,cop→obl,5
DEP-REL-CHG,compound:prt,punct,compound:prt→punct,5
DEP-REL-CHG,obj,advmod,obj→advmod,5
DEP-REL-CHG,acl,root,acl→root,5
DEP-REL-CHG,mark,ccomp,mark→ccomp,5
DEP-REL-CHG,aux:pass,nmod:poss,aux:pass→nmod:poss,5
DEP-REL-CHG,punct,xcomp,punct→xcomp,5
DEP-REL-CHG,cc,appos,cc→appos,5
DEP-REL-CHG,acl:relcl,obj,acl:relcl→obj,5
DEP-REL-CHG,obl,acl,obl→acl,5
DEP-REL-CHG,ccomp,appos,ccomp→appos,5
DEP-REL-CHG,case,advcl,case→advcl,5
DEP-REL-CHG,xcomp,amod,xcomp→amod,5
DEP-REL-CHG,aux,acl:relcl,aux→acl:relcl,5
DEP-REL-CHG,nsubj,appos,nsubj→appos,5
DEP-REL-CHG,aux:pass,nmod,aux:pass→nmod,5
DEP-REL-CHG,mark,cc,mark→cc,4
DEP-REL-CHG,flat,cc,flat→cc,4
DEP-REL-CHG,root,conj,root→conj,4
DEP-REL-CHG,amod,acl:relcl,amod→acl:relcl,4
DEP-REL-CHG,nmod,nummod,nmod→nummod,4
DEP-REL-CHG,flat,obl,flat→obl,4
DEP-REL-CHG,xcomp,flat,xcomp→flat,4
DEP-REL-CHG,cop,nmod:poss,cop→nmod:poss,4
DEP-REL-CHG,aux:pass,det,aux:pass→det,4
DEP-REL-CHG,punct,aux,punct→aux,4
DEP-REL-CHG,nummod,acl,nummod→acl,4
DEP-REL-CHG,cc,amod,cc→amod,4
DEP-REL-CHG,ccomp,amod,ccomp→amod,4
DEP-REL-CHG,det,aux:pass,det→aux:pass,4
DEP-REL-CHG,acl,obl,acl→obl,4
DEP-REL-CHG,det,obl:agent,det→obl:agent,4
DEP-REL-CHG,nsubj,expl,nsubj→expl,4
DEP-REL-CHG,acl:relcl,nsubj,acl:relcl→nsubj,4
DEP-REL-CHG,flat,aux,flat→aux,4
DEP-REL-CHG,nmod:poss,flat,nmod:poss→flat,4
DEP-REL-CHG,acl,nummod,acl→nummod,4
DEP-REL-CHG,aux,cop,aux→cop,4
DEP-REL-CHG,amod,ccomp,amod→ccomp,4
DEP-REL-CHG,flat,compound,flat→compound,4
DEP-REL-CHG,nmod,aux:pass,nmod→aux:pass,4
DEP-REL-CHG,nsubj:pass,nummod,nsubj:pass→nummod,4
DEP-REL-CHG,obl,nmod:poss,obl→nmod:poss,4
DEP-REL-CHG,nmod,nmod:poss,nmod→nmod:poss,4
DEP-REL-CHG,root,obl:unmarked,root→obl:unmarked,4
DEP-REL-CHG,advmod,mark,advmod→mark,4
DEP-REL-CHG,obl:unmarked,amod,obl:unmarked→amod,4
DEP-REL-CHG,advmod,nmod,advmod→nmod,4
DEP-REL-CHG,compound,aux,compound→aux,4
DEP-REL-CHG,nsubj,aux:pass,nsubj→aux:pass,4
DEP-REL-CHG,aux:pass,obj,aux:pass→obj,4
DEP-REL-CHG,compound,ccomp,compound→ccomp,4
DEP-REL-CHG,cc,nummod,cc→nummod,4
DEP-REL-CHG,ccomp,advcl,ccomp→advcl,4
DEP-REL-CHG,iobj,obj,iobj→obj,4
DEP-REL-CHG,det,aux,det→aux,4
DEP-REL-CHG,cop,nmod,cop→nmod,4
DEP-REL-CHG,punct,advcl,punct→advcl,4
DEP-REL-CHG,nmod,det,nmod→det,4
DEP-REL-CHG,compound,conj,compound→conj,4
DEP-REL-CHG,flat,punct,flat→punct,4
DEP-REL-CHG,cc,flat,cc→flat,4
DEP-REL-CHG,case,fixed,case→fixed,4
DEP-REL-CHG,amod,aux,amod→aux,4
DEP-REL-CHG,advmod,acl,advmod→acl,4
DEP-REL-CHG,ccomp,det,ccomp→det,4
DEP-REL-CHG,advmod,fixed,advmod→fixed,4
DEP-REL-CHG,mark,flat,mark→flat,4
DEP-REL-CHG,compound:prt,obj,compound:prt→obj,4
DEP-REL-CHG,case,obl:unmarked,case→obl:unmarked,4
DEP-REL-CHG,cop,parataxis,cop→parataxis,4
DEP-REL-CHG,advmod,parataxis,advmod→parataxis,4
DEP-REL-CHG,cc,acl,cc→acl,3
DEP-REL-CHG,compound:prt,nsubj,compound:prt→nsubj,3
DEP-REL-CHG,advcl,nmod,advcl→nmod,3
DEP-REL-CHG,flat,det,flat→det,3
DEP-REL-CHG,conj,xcomp,conj→xcomp,3
DEP-REL-CHG,nmod:poss,appos,nmod:poss→appos,3
DEP-REL-CHG,flat,xcomp,flat→xcomp,3
DEP-REL-CHG,punct,aux:pass,punct→aux:pass,3
DEP-REL-CHG,xcomp,nmod:poss,xcomp→nmod:poss,3
DEP-REL-CHG,cc,advmod,cc→advmod,3
DEP-REL-CHG,conj,parataxis,conj→parataxis,3
DEP-REL-CHG,root,aux:pass,root→aux:pass,3
DEP-REL-CHG,xcomp,advmod,xcomp→advmod,3
DEP-REL-CHG,expl,obj,expl→obj,3
DEP-REL-CHG,advmod,ccomp,advmod→ccomp,3
DEP-REL-CHG,nmod:poss,cc,nmod:poss→cc,3
DEP-REL-CHG,conj,flat,conj→flat,3
DEP-REL-CHG,obl:unmarked,punct,obl:unmarked→punct,3
DEP-REL-CHG,acl,amod,acl→amod,3
DEP-REL-CHG,nummod,mark,nummod→mark,3
DEP-REL-CHG,conj,nmod:poss,conj→nmod:poss,3
DEP-REL-CHG,conj,amod,conj→amod,3
DEP-REL-CHG,obl,aux:pass,obl→aux:pass,3
DEP-REL-CHG,nmod,cc,nmod→cc,3
DEP-REL-CHG,amod,aux:pass,amod→aux:pass,3
DEP-REL-CHG,amod,obl:unmarked,amod→obl:unmarked,3
DEP-REL-CHG,acl,xcomp,acl→xcomp,3
DEP-REL-CHG,case,ccomp,case→ccomp,3
DEP-REL-CHG,iobj,nsubj,iobj→nsubj,3
DEP-REL-CHG,nmod:poss,cop,nmod:poss→cop,3
DEP-REL-CHG,cop,ccomp,cop→ccomp,3
