feature_id,rank,transformation,count,pattern_type
acl:relcl,0,acl:relcl→compound,6,changes
acl:relcl,0,acl:relcl→case,4,changes
acl:relcl,0,acl:relcl→mark,3,changes
acl:relcl,0,acl:relcl→appos,3,changes
acl:relcl,0,acl:relcl→flat,2,changes
acl:relcl,0,acl:relcl→root,2,changes
acl:relcl,0,acl:relcl→obl,2,changes
acl:relcl,0,acl:relcl→nsubj,2,changes
acl:relcl,0,acl:relcl→nmod:poss,2,changes
acl:relcl,0,acl:relcl→advcl,2,changes
acl:relcl,0,acl:relcl→punct,2,changes
acl:relcl,0,acl:relcl→compound:prt,1,changes
acl:relcl,0,acl:relcl→advmod,1,changes
acl:relcl,0,acl:relcl→det,1,changes
acl:relcl,0,acl:relcl→xcomp,1,changes
acl:relcl,0,acl:relcl→obl:unmarked,1,changes
acl:relcl,0,acl:relcl→parataxis,1,changes
acl:relcl,0,acl:relcl→amod,1,changes
acl:relcl,0,acl:relcl→iobj,1,changes
acquired,0,acquired→acquires,1,changes
advcl,0,advcl→compound,19,changes
advcl,0,advcl→punct,18,changes
advcl,0,advcl→case,18,changes
advcl,0,advcl→obj,16,changes
advcl,0,advcl→amod,12,changes
advcl,0,advcl→obl,9,changes
advcl,0,advcl→nummod,6,changes
advcl,0,advcl→nmod:poss,6,changes
advcl,0,advcl→flat,5,changes
advcl,0,advcl→nmod,5,changes
advcl,0,advcl→appos,5,changes
advcl,0,advcl→xcomp,5,changes
advcl,0,advcl→mark,4,changes
advcl,0,advcl→parataxis,3,changes
advcl,0,advcl→advmod,3,changes
advcl,0,advcl→aux,2,changes
advcl,0,advcl→root,2,changes
advcl,0,advcl→vocative,1,changes
advcl,0,advcl→conj,1,changes
advcl,0,advcl→obl:unmarked,1,changes
advcl,0,advcl→obl:agent,1,changes
advcl,0,advcl→nsubj,1,changes
advcl,0,advcl→cop,1,changes
advcl,0,advcl→compound:prt,1,changes
advcl,0,advcl→acl:relcl,1,changes
advcl:relcl,0,advcl:relcl→parataxis,1,changes
advcl:relcl,0,advcl:relcl→obl,1,changes
advmod,0,advmod→case,32,changes
advmod,0,advmod→punct,27,changes
advmod,0,advmod→obj,14,changes
advmod,0,advmod→compound,11,changes
advmod,0,advmod→obl,10,changes
advmod,0,advmod→root,8,changes
advmod,0,advmod→amod,6,changes
advmod,0,advmod→parataxis,6,changes
advmod,0,advmod→flat,6,changes
advmod,0,advmod→mark,5,changes
advmod,0,advmod→nmod,5,changes
advmod,0,advmod→advcl,4,changes
advmod,0,advmod→nummod,4,changes
advmod,0,advmod→appos,4,changes
advmod,0,advmod→nmod:poss,3,changes
advmod,0,advmod→acl,3,changes
advmod,0,advmod→cop,3,changes
advmod,0,advmod→xcomp,3,changes
advmod,0,advmod→nsubj,2,changes
advmod,0,advmod→fixed,2,changes
advmod,0,advmod→aux,2,changes
advmod,0,advmod→det,2,changes
advmod,0,advmod→aux:pass,1,changes
advmod,0,advmod→ccomp,1,changes
advmod,0,advmod→dep,1,changes
advmod,0,advmod→acl:relcl,1,changes
amod,0,amod→compound,85,changes
amod,0,amod→nsubj,63,changes
amod,0,amod→obj,55,changes
amod,0,amod→case,51,changes
amod,0,amod→punct,49,changes
amod,0,amod→obl,43,changes
amod,0,amod→root,37,changes
amod,0,amod→nmod,26,changes
amod,0,amod→flat,16,changes
amod,0,amod→mark,16,changes
amod,0,amod→appos,14,changes
amod,0,amod→nummod,12,changes
amod,0,amod→parataxis,8,changes
amod,0,amod→nmod:poss,7,changes
amod,0,amod→advmod,7,changes
amod,0,amod→det,7,changes
amod,0,amod→acl,5,changes
amod,0,amod→advcl,4,changes
amod,0,amod→xcomp,4,changes
amod,0,amod→aux,3,changes
amod,0,amod→cc,3,changes
amod,0,amod→obl:unmarked,3,changes
amod,0,amod→conj,3,changes
amod,0,amod→acl:relcl,2,changes
amod,0,amod→cop,2,changes
amod,0,amod→nsubj:pass,2,changes
amod,0,amod→aux:pass,2,changes
amod,0,amod→obl:agent,1,changes
appos,0,appos→flat,11,changes
appos,0,appos→punct,8,changes
appos,0,appos→case,8,changes
appos,0,appos→root,4,changes
appos,0,appos→compound,3,changes
appos,0,appos→amod,3,changes
appos,0,appos→obj,3,changes
appos,0,appos→acl,3,changes
appos,0,appos→mark,2,changes
appos,0,appos→obl,2,changes
appos,0,appos→nsubj,2,changes
appos,0,appos→compound:prt,1,changes
appos,0,appos→conj,1,changes
appos,0,appos→aux:pass,1,changes
appos,0,appos→xcomp,1,changes
appos,0,appos→nmod,1,changes
appos,0,appos→obl:unmarked,1,changes
are,0,are→be,1,changes
asked,0,asked→asks,1,changes
asked,0,asked→ask,1,changes
attempted,0,attempted→attempt,1,changes
aux,0,aux→root,245,changes
aux,0,aux→obj,97,changes
aux,0,aux→case,82,changes
aux,0,aux→mark,72,changes
aux,0,aux→compound,65,changes
aux,0,aux→punct,62,changes
aux,0,aux→nsubj,42,changes
aux,0,aux→amod,41,changes
aux,0,aux→obl,28,changes
aux,0,aux→acl,26,changes
aux,0,aux→advmod,26,changes
aux,0,aux→nmod:poss,23,changes
aux,0,aux→xcomp,23,changes
aux,0,aux→nummod,23,changes
aux,0,aux→flat,22,changes
aux,0,aux→cop,20,changes
aux,0,aux→nmod,13,changes
aux,0,aux→parataxis,12,changes
aux,0,aux→det,12,changes
aux,0,aux→aux:pass,11,changes
aux,0,aux→appos,11,changes
aux,0,aux→advcl,8,changes
aux,0,aux→compound:prt,7,changes
aux,0,aux→cc,5,changes
aux,0,aux→acl:relcl,3,changes
aux,0,aux→conj,3,changes
aux,0,aux→dep,2,changes
aux,0,aux→iobj,2,changes
aux,0,aux→obl:unmarked,2,changes
aux,0,aux→ccomp,1,changes
aux,0,aux→fixed,1,changes
aux,0,aux→discourse,1,changes
aux,0,aux→nsubj:pass,1,changes
aux,0,aux→obl:agent,1,changes
aux,0,aux→expl,1,changes
aux,0,aux→list,1,changes
aux:pass,0,aux:pass→case,41,changes
aux:pass,0,aux:pass→root,17,changes
aux:pass,0,aux:pass→punct,16,changes
aux:pass,0,aux:pass→obl,15,changes
aux:pass,0,aux:pass→acl,15,changes
aux:pass,0,aux:pass→compound,14,changes
aux:pass,0,aux:pass→mark,13,changes
aux:pass,0,aux:pass→xcomp,7,changes
aux:pass,0,aux:pass→nummod,7,changes
aux:pass,0,aux:pass→nmod,6,changes
aux:pass,0,aux:pass→amod,6,changes
aux:pass,0,aux:pass→obj,5,changes
aux:pass,0,aux:pass→advcl,5,changes
aux:pass,0,aux:pass→flat,3,changes
aux:pass,0,aux:pass→advmod,3,changes
aux:pass,0,aux:pass→nmod:poss,3,changes
aux:pass,0,aux:pass→parataxis,2,changes
aux:pass,0,aux:pass→appos,2,changes
aux:pass,0,aux:pass→obl:agent,1,changes
aux:pass,0,aux:pass→compound:prt,1,changes
aux:pass,0,aux:pass→obl:unmarked,1,changes
aux:pass,0,aux:pass→det,1,changes
aux:pass,0,aux:pass→conj,1,changes
aux:pass,0,aux:pass→nsubj,1,changes
aux:pass,0,aux:pass→aux,1,changes
aux:pass,0,aux:pass→cc,1,changes
batted,0,batted→bats,1,changes
be,0,be→'s,1,changes
called,0,called→calls,2,changes
case,0,case→obl,165,changes
case,0,case→compound,123,changes
case,0,case→nmod,118,changes
case,0,case→punct,105,changes
case,0,case→amod,65,changes
case,0,case→flat,49,changes
case,0,case→appos,46,changes
case,0,case→nummod,43,changes
case,0,case→obj,35,changes
case,0,case→root,31,changes
case,0,case→mark,28,changes
case,0,case→nmod:poss,24,changes
case,0,case→nsubj,19,changes
case,0,case→det,13,changes
case,0,case→parataxis,13,changes
case,0,case→acl,10,changes
case,0,case→aux,10,changes
case,0,case→advcl,10,changes
case,0,case→advmod,8,changes
case,0,case→xcomp,7,changes
case,0,case→conj,6,changes
case,0,case→cop,4,changes
case,0,case→obl:agent,4,changes
case,0,case→aux:pass,3,changes
case,0,case→fixed,3,changes
case,0,case→obl:unmarked,3,changes
case,0,case→cc,2,changes
case,0,case→dep,2,changes
case,0,case→nmod:unmarked,2,changes
case,0,case→acl:relcl,2,changes
case,0,case→nsubj:pass,1,changes
case,0,case→ccomp,1,changes
case,0,case→compound:prt,1,changes
cc,0,cc→punct,44,changes
cc,0,cc→parataxis,20,changes
cc,0,cc→compound,17,changes
cc,0,cc→obj,16,changes
cc,0,cc→case,14,changes
cc,0,cc→conj,11,changes
cc,0,cc→obl,8,changes
cc,0,cc→appos,7,changes
cc,0,cc→nsubj,5,changes
cc,0,cc→mark,5,changes
cc,0,cc→nummod,4,changes
cc,0,cc→advmod,4,changes
cc,0,cc→root,4,changes
cc,0,cc→amod,4,changes
cc,0,cc→flat,3,changes
cc,0,cc→nmod:poss,3,changes
cc,0,cc→advcl,2,changes
cc,0,cc→obl:unmarked,2,changes
cc,0,cc→cop,2,changes
cc,0,cc→xcomp,2,changes
cc,0,cc→nmod,2,changes
cc,0,cc→aux:pass,1,changes
cc,0,cc→nsubj:pass,1,changes
cc,0,cc→fixed,1,changes
cc,0,cc→acl,1,changes
cc,0,cc→det,1,changes
cc,0,cc→discourse,1,changes
cc,0,cc→aux,1,changes
cc:preconj,0,cc:preconj→obj,1,changes
ccomp,0,ccomp→punct,38,changes
ccomp,0,ccomp→case,36,changes
ccomp,0,ccomp→obj,28,changes
ccomp,0,ccomp→obl,26,changes
ccomp,0,ccomp→compound,22,changes
ccomp,0,ccomp→flat,22,changes
ccomp,0,ccomp→appos,18,changes
ccomp,0,ccomp→nmod,14,changes
ccomp,0,ccomp→parataxis,14,changes
ccomp,0,ccomp→advcl,11,changes
ccomp,0,ccomp→nmod:poss,9,changes
ccomp,0,ccomp→xcomp,8,changes
ccomp,0,ccomp→advmod,7,changes
ccomp,0,ccomp→nummod,7,changes
ccomp,0,ccomp→mark,7,changes
ccomp,0,ccomp→nsubj,5,changes
ccomp,0,ccomp→amod,5,changes
ccomp,0,ccomp→aux:pass,4,changes
ccomp,0,ccomp→cc,3,changes
ccomp,0,ccomp→dep,2,changes
ccomp,0,ccomp→root,2,changes
ccomp,0,ccomp→acl,2,changes
ccomp,0,ccomp→cop,2,changes
ccomp,0,ccomp→fixed,2,changes
ccomp,0,ccomp→aux,1,changes
ccomp,0,ccomp→obl:agent,1,changes
ccomp,0,ccomp→conj,1,changes
ccomp,0,ccomp→obl:unmarked,1,changes
ccomp,0,ccomp→nsubj:pass,1,changes
ceo,0,ceo→CEO,2,changes
co-founder,0,co-founder→Co-founder,2,changes
compound,0,compound→punct,118,changes
compound,0,compound→case,109,changes
compound,0,compound→nsubj,98,changes
compound,0,compound→obj,97,changes
compound,0,compound→root,72,changes
compound,0,compound→obl,60,changes
compound,0,compound→nmod,38,changes
compound,0,compound→amod,36,changes
compound,0,compound→nummod,31,changes
compound,0,compound→flat,26,changes
compound,0,compound→appos,23,changes
compound,0,compound→mark,17,changes
compound,0,compound→nmod:poss,13,changes
compound,0,compound→xcomp,12,changes
compound,0,compound→det,11,changes
compound,0,compound→parataxis,10,changes
compound,0,compound→advmod,9,changes
compound,0,compound→aux,8,changes
compound,0,compound→advcl,6,changes
compound,0,compound→acl,6,changes
compound,0,compound→nmod:unmarked,6,changes
compound,0,compound→conj,5,changes
compound,0,compound→nsubj:pass,4,changes
compound,0,compound→acl:relcl,4,changes
compound,0,compound→aux:pass,3,changes
compound,0,compound→cop,3,changes
compound,0,compound→obl:unmarked,3,changes
compound,0,compound→discourse,1,changes
compound,0,compound→cc,1,changes
compound:prt,0,compound:prt→case,4,changes
compound:prt,0,compound:prt→obj,4,changes
compound:prt,0,compound:prt→punct,3,changes
compound:prt,0,compound:prt→compound,3,changes
compound:prt,0,compound:prt→advmod,2,changes
compound:prt,0,compound:prt→obl,2,changes
compound:prt,0,compound:prt→flat,2,changes
compound:prt,0,compound:prt→conj,1,changes
compound:prt,0,compound:prt→advcl,1,changes
compound:prt,0,compound:prt→cop,1,changes
compound:prt,0,compound:prt→parataxis,1,changes
compound:prt,0,compound:prt→nsubj:pass,1,changes
compound:prt,0,compound:prt→amod,1,changes
compound:prt,0,compound:prt→nmod,1,changes
compound:prt,0,compound:prt→nummod,1,changes
conj,0,conj→case,18,changes
conj,0,conj→appos,14,changes
conj,0,conj→flat,14,changes
conj,0,conj→obj,12,changes
conj,0,conj→compound,11,changes
conj,0,conj→nsubj,11,changes
conj,0,conj→punct,10,changes
conj,0,conj→nmod,8,changes
conj,0,conj→obl,7,changes
conj,0,conj→amod,5,changes
conj,0,conj→parataxis,5,changes
conj,0,conj→advmod,5,changes
conj,0,conj→root,4,changes
conj,0,conj→nummod,3,changes
conj,0,conj→xcomp,2,changes
conj,0,conj→mark,2,changes
conj,0,conj→aux,2,changes
conj,0,conj→advcl,1,changes
conj,0,conj→cc,1,changes
conj,0,conj→ccomp,1,changes
conj,0,conj→cop,1,changes
conj,0,conj→list,1,changes
conj,0,conj→acl,1,changes
cop,0,cop→case,19,changes
cop,0,cop→punct,18,changes
cop,0,cop→appos,10,changes
cop,0,cop→amod,10,changes
cop,0,cop→parataxis,10,changes
cop,0,cop→obj,10,changes
cop,0,cop→root,8,changes
cop,0,cop→nmod,8,changes
cop,0,cop→advmod,6,changes
cop,0,cop→obl,6,changes
cop,0,cop→compound,5,changes
cop,0,cop→advcl,5,changes
cop,0,cop→flat,5,changes
cop,0,cop→det,4,changes
cop,0,cop→aux,3,changes
cop,0,cop→nummod,2,changes
cop,0,cop→acl,2,changes
cop,0,cop→conj,2,changes
cop,0,cop→nsubj,2,changes
cop,0,cop→obl:unmarked,1,changes
cop,0,cop→mark,1,changes
cop,0,cop→nsubj:pass,1,changes
criticised,0,criticised→criticises,1,changes
csubj,0,csubj→obj,3,changes
csubj,0,csubj→root,2,changes
csubj,0,csubj→nsubj,1,changes
csubj,0,csubj→aux,1,changes
csubj,0,csubj→det,1,changes
csubj,0,csubj→punct,1,changes
csubj,0,csubj→cop,1,changes
csubj,0,csubj→obl:agent,1,changes
csubj,0,csubj→parataxis,1,changes
csubj,0,csubj→amod,1,changes
csubj,0,csubj→nmod,1,changes
csubj:pass,0,csubj:pass→punct,1,changes
det,0,det→compound,251,changes
det,0,det→nsubj,164,changes
det,0,det→case,111,changes
det,0,det→punct,99,changes
det,0,det→amod,89,changes
det,0,det→obj,77,changes
det,0,det→obl,76,changes
det,0,det→root,64,changes
det,0,det→nmod,55,changes
det,0,det→nummod,38,changes
det,0,det→nmod:poss,28,changes
det,0,det→appos,26,changes
det,0,det→flat,24,changes
det,0,det→mark,21,changes
det,0,det→aux,14,changes
det,0,det→advmod,14,changes
det,0,det→parataxis,13,changes
det,0,det→advcl,11,changes
det,0,det→xcomp,9,changes
det,0,det→acl,8,changes
det,0,det→nsubj:pass,7,changes
det,0,det→acl:relcl,5,changes
det,0,det→conj,5,changes
det,0,det→cc,5,changes
det,0,det→obl:unmarked,4,changes
det,0,det→compound:prt,4,changes
det,0,det→nmod:unmarked,3,changes
det,0,det→ccomp,3,changes
det,0,det→cop,3,changes
det,0,det→vocative,2,changes
det,0,det→fixed,1,changes
det,0,det→aux:pass,1,changes
det,0,det→discourse,1,changes
discourse,0,discourse→compound,1,changes
discourse,0,discourse→flat,1,changes
discourse,0,discourse→case,1,changes
driving,0,driving→drive,1,changes
exchanged,0,exchanged→exchange,1,changes
expl,0,expl→case,3,changes
expl,0,expl→nmod,2,changes
expl,0,expl→flat,2,changes
expl,0,expl→punct,1,changes
expl,0,expl→mark,1,changes
expl,0,expl→appos,1,changes
expl,0,expl→amod,1,changes
expl,0,expl→nsubj:pass,1,changes
expl,0,expl→csubj,1,changes
expl,0,expl→compound,1,changes
expl,0,expl→nsubj,1,changes
expl,0,expl→advcl,1,changes
faced,0,faced→faces,1,changes
fixed,0,fixed→obl,3,changes
fixed,0,fixed→compound,2,changes
fixed,0,fixed→flat,2,changes
fixed,0,fixed→root,1,changes
fixed,0,fixed→nmod:poss,1,changes
fixed,0,fixed→obj,1,changes
fixed,0,fixed→nmod,1,changes
flat,0,flat→root,57,changes
flat,0,flat→case,38,changes
flat,0,flat→punct,27,changes
flat,0,flat→nsubj,24,changes
flat,0,flat→compound,16,changes
flat,0,flat→mark,15,changes
flat,0,flat→aux,14,changes
flat,0,flat→obj,12,changes
flat,0,flat→advmod,10,changes
flat,0,flat→det,8,changes
flat,0,flat→appos,7,changes
flat,0,flat→acl,7,changes
flat,0,flat→obl,7,changes
flat,0,flat→cop,6,changes
flat,0,flat→nmod,6,changes
flat,0,flat→nmod:poss,5,changes
flat,0,flat→amod,5,changes
flat,0,flat→xcomp,5,changes
flat,0,flat→aux:pass,4,changes
flat,0,flat→nsubj:pass,2,changes
flat,0,flat→advcl,2,changes
flat,0,flat→list,2,changes
flat,0,flat→nummod,2,changes
flat,0,flat→obl:unmarked,2,changes
flat,0,flat→iobj,2,changes
flat,0,flat→parataxis,2,changes
flat,0,flat→conj,1,changes
flat,0,flat→dep,1,changes
flat,0,flat→cc,1,changes
flat,0,flat→advcl:relcl,1,changes
flat,0,flat→acl:relcl,1,changes
got,0,got→gets,1,changes
granted,0,granted→grants,1,changes
grew,0,grew→grows,1,changes
has,0,has→have,3,changes
has,0,has→'ve,1,changes
he,0,he→him,1,changes
helped,0,helped→helps,2,changes
hit,0,hit→hits,1,changes
intelligence,0,intelligence→Intelligence,1,changes
introduced,0,introduced→introduces,1,changes
iobj,0,iobj→case,6,changes
iobj,0,iobj→punct,6,changes
iobj,0,iobj→obj,4,changes
iobj,0,iobj→nsubj,2,changes
iobj,0,iobj→compound,2,changes
iobj,0,iobj→root,2,changes
iobj,0,iobj→xcomp,2,changes
iobj,0,iobj→nummod,1,changes
iobj,0,iobj→amod,1,changes
iobj,0,iobj→mark,1,changes
iobj,0,iobj→acl:relcl,1,changes
iobj,0,iobj→flat,1,changes
iobj,0,iobj→nmod:poss,1,changes
iobj,0,iobj→obl:unmarked,1,changes
iobj,0,iobj→appos,1,changes
is,0,is→being,1,changes
is,0,is→be,1,changes
limits,0,limits→limit,1,changes
litres,0,litres→litre,1,changes
looted,0,looted→loot,1,changes
lost,0,lost→lose,1,changes
mark,0,mark→case,55,changes
mark,0,mark→obj,52,changes
mark,0,mark→punct,45,changes
mark,0,mark→compound,38,changes
mark,0,mark→advcl,38,changes
mark,0,mark→root,30,changes
mark,0,mark→nsubj,29,changes
mark,0,mark→amod,26,changes
mark,0,mark→xcomp,25,changes
mark,0,mark→obl,18,changes
mark,0,mark→advmod,16,changes
mark,0,mark→acl,15,changes
mark,0,mark→appos,14,changes
mark,0,mark→flat,13,changes
mark,0,mark→nummod,13,changes
mark,0,mark→det,10,changes
mark,0,mark→nmod,10,changes
mark,0,mark→parataxis,10,changes
mark,0,mark→cop,10,changes
mark,0,mark→nmod:poss,8,changes
mark,0,mark→aux,6,changes
mark,0,mark→aux:pass,5,changes
mark,0,mark→ccomp,5,changes
mark,0,mark→cc,4,changes
mark,0,mark→compound:prt,3,changes
mark,0,mark→obl:unmarked,2,changes
mark,0,mark→nsubj:pass,2,changes
mark,0,mark→conj,2,changes
mark,0,mark→acl:relcl,2,changes
mark,0,mark→obl:agent,2,changes
mark,0,mark→list,1,changes
mark,0,mark→csubj,1,changes
mark,0,mark→nmod:unmarked,1,changes
new,0,new→New,1,changes
nmod,0,nmod→punct,20,changes
nmod,0,nmod→case,20,changes
nmod,0,nmod→obj,16,changes
nmod,0,nmod→compound,14,changes
nmod,0,nmod→root,14,changes
nmod,0,nmod→appos,12,changes
nmod,0,nmod→obl,10,changes
nmod,0,nmod→parataxis,8,changes
nmod,0,nmod→nummod,8,changes
nmod,0,nmod→mark,7,changes
nmod,0,nmod→flat,7,changes
nmod,0,nmod→advmod,6,changes
nmod,0,nmod→nmod:poss,5,changes
nmod,0,nmod→acl,5,changes
nmod,0,nmod→amod,4,changes
nmod,0,nmod→xcomp,4,changes
nmod,0,nmod→nsubj,4,changes
nmod,0,nmod→advcl,3,changes
nmod,0,nmod→obl:unmarked,3,changes
nmod,0,nmod→acl:relcl,2,changes
nmod,0,nmod→aux,1,changes
nmod,0,nmod→det,1,changes
nmod,0,nmod→ccomp,1,changes
nmod,0,nmod→iobj,1,changes
nmod,0,nmod→cop,1,changes
nmod,0,nmod→aux:pass,1,changes
nmod:poss,0,nmod:poss→case,52,changes
nmod:poss,0,nmod:poss→punct,32,changes
nmod:poss,0,nmod:poss→compound,32,changes
nmod:poss,0,nmod:poss→amod,28,changes
nmod:poss,0,nmod:poss→obj,24,changes
nmod:poss,0,nmod:poss→obl,20,changes
