pair_unit,frequency
DEP-DIST-DIFF:3.05→1.58,1
DEP-DIST-DIFF:2.36→1.78,2
BRANCH-DIFF:1.85→1.82,1
DEP-REL-CHG:acl:relcl→xcomp,1
CONST-COUNT-DIFF:32→20,3
DEP-DIST-DIFF:2.40→2.25,1
BRANCH-DIFF:1.94→1.73,4
LENGTH-CHG:21→17,1
CONST-COUNT-DIFF:35→27,4
DEP-DIST-DIFF:3.80→2.62,1
BRANCH-DIFF:2.43→2.60,1
DEP-REL-CHG:aux→discourse,1
DEP-REL-CHG:acl→mark,2
LENGTH-CHG:13→14,1
DEP-DIST-DIFF:2.58→2.23,1
BRANCH-DIFF:1.92→2.30,1
DEP-REL-CHG:compound:prt→parataxis,1
DEP-DIST-DIFF:2.59→2.86,1
BRANCH-DIFF:2.13→2.08,1
DEP-DIST-DIFF:2.40→2.18,1
DEP-DIST-DIFF:2.80→2.20,1
CONST-COUNT-DIFF:43→38,1
DEP-DIST-DIFF:2.71→1.94,1
DEP-DIST-DIFF:2.47→2.00,1
BRANCH-DIFF:1.94→1.67,3
BRANCH-DIFF:1.94→1.85,3
DEP-DIST-DIFF:2.69→2.38,1
BRANCH-DIFF:2.30→1.80,1
DEP-DIST-DIFF:3.32→2.15,1
BRANCH-DIFF:2.19→1.81,1
DEP-DIST-DIFF:3.10→2.62,1
BRANCH-DIFF:2.11→2.14,1
CONST-COUNT-DIFF:35→21,2
DEP-REL-CHG:nsubj→dep,1
CONST-COUNT-DIFF:47→29,1
DEP-DIST-DIFF:3.48→2.46,1
DEP-REL-CHG:flat→advcl:relcl,1
DEP-DIST-DIFF:3.50→1.82,1
BRANCH-DIFF:1.89→1.73,1
DEP-REL-CHG:case→nsubj:pass,1
DEP-REL-CHG:nsubj:pass→nmod:poss,1
DEP-REL-CHG:appos→aux:pass,1
DEP-DIST-DIFF:2.69→2.70,1
DEP-REL-CHG:csubj→root,2
DEP-REL-CHG:amod→det,7
DEP-DIST-DIFF:3.00→1.70,1
BRANCH-DIFF:1.81→1.71,1
CONST-COUNT-DIFF:27→18,2
DEP-DIST-DIFF:3.06→2.33,1
BRANCH-DIFF:2.60→2.12,1
DEP-DIST-DIFF:3.06→1.67,1
DEP-REL-CHG:obl:agent→case,1
TED-ZHANG-SHASHA:28→28,4
DEP-DIST-DIFF:2.93→1.44,1
BRANCH-DIFF:2.07→1.90,1
DEP-REL-CHG:amod→aux:pass,2
DEP-DIST-DIFF:3.21→2.18,2
BRANCH-DIFF:1.93→1.85,2
CONST-COUNT-DIFF:40→27,1
DEP-DIST-DIFF:3.57→2.00,1
BRANCH-DIFF:2.17→1.73,2
DEP-REL-CHG:aux→nsubj:pass,1
DEP-DIST-DIFF:3.06→1.88,1
BRANCH-DIFF:2.12→1.75,1
DEP-DIST-DIFF:2.33→2.25,1
BRANCH-DIFF:2.09→1.80,1
DEP-REL-CHG:compound→nmod:unmarked,6
DEP-DIST-DIFF:3.14→2.27,2
BRANCH-DIFF:2.17→2.10,3
DEP-DIST-DIFF:3.44→2.67,1
BRANCH-DIFF:2.23→2.20,2
DEP-DIST-DIFF:3.14→2.40,1
DEP-REL-CHG:aux:pass→det,1
DEP-REL-CHG:ccomp→obl:agent,1
DEP-DIST-DIFF:3.17→2.54,1
BRANCH-DIFF:2.06→1.87,2
DEP-DIST-DIFF:3.00→1.88,1
BRANCH-DIFF:2.18→1.80,1
POS-CHG:ADJ→VERB,3
LEMMA-CHG:Emerging→emerge,1
DEP-REL-CHG:nsubj:pass→nummod,1
CONST-COUNT-DIFF:30→27,5
DEP-DIST-DIFF:2.73→2.00,3
BRANCH-DIFF:2.07→2.17,1
DEP-DIST-DIFF:3.15→1.75,1
DEP-REL-CHG:aux→obl:unmarked,2
DEP-REL-CHG:punct→nmod:unmarked,1
LENGTH-CHG:19→9,1
TREE-DEPTH-DIFF:10→5,1
CONST-COUNT-DIFF:34→15,1
DEP-DIST-DIFF:2.83→1.75,1
BRANCH-DIFF:2.20→2.33,1
TREE-DEPTH-DIFF:11→12,1
BRANCH-DIFF:2.08→1.71,1
CONST-COUNT-DIFF:43→34,2
DEP-DIST-DIFF:2.90→1.79,1
BRANCH-DIFF:1.91→1.74,1
DEP-DIST-DIFF:3.19→2.00,1
DEP-REL-CHG:compound:prt→nsubj:pass,1
CONST-COUNT-DIFF:38→33,1
DEP-DIST-DIFF:3.65→2.00,1
HEAD-CHG:2→4,2
DEP-DIST-DIFF:3.17→2.08,1
BRANCH-DIFF:2.29→2.44,1
LENGTH-CHG:24→16,2
CONST-COUNT-DIFF:42→31,3
DEP-DIST-DIFF:2.96→1.80,1
BRANCH-DIFF:2.28→2.00,1
HEAD-CHG:15→12,1
CONST-COUNT-DIFF:31→27,3
DEP-DIST-DIFF:2.38→2.38,1
DEP-DIST-DIFF:3.17→2.33,1
BRANCH-DIFF:2.29→1.86,1
DEP-DIST-DIFF:2.54→1.60,1
BRANCH-DIFF:1.81→1.77,1
DEP-DIST-DIFF:3.67→2.17,1
TREE-DEPTH-DIFF:15→8,2
DEP-DIST-DIFF:3.27→2.09,1
DEP-DIST-DIFF:3.06→1.92,1
TED-ZHANG-SHASHA:31→31,3
DEP-DIST-DIFF:2.00→1.91,1
BRANCH-DIFF:1.87→1.92,1
DEP-REL-CHG:fixed→obl,3
TED-KLEIN:37→37,1
DEP-DIST-DIFF:3.31→2.42,1
BRANCH-DIFF:2.23→2.50,1
DEP-DIST-DIFF:2.54→1.91,1
HEAD-CHG:13→12,3
DEP-DIST-DIFF:3.46→2.55,1
BRANCH-DIFF:2.30→2.10,2
DEP-DIST-DIFF:2.67→2.22,1
DEP-DIST-DIFF:2.25→1.56,1
BRANCH-DIFF:1.92→2.00,2
DEP-DIST-DIFF:2.40→1.82,1
DEP-REL-CHG:flat→parataxis,2
DEP-DIST-DIFF:3.50→2.55,1
BRANCH-DIFF:2.23→1.85,3
TREE-DEPTH-DIFF:7→10,2
DEP-DIST-DIFF:3.72→2.79,1
BRANCH-DIFF:2.80→2.17,1
CONST-COUNT-DIFF:45→32,3
DEP-DIST-DIFF:4.17→2.53,1
BRANCH-DIFF:2.10→1.94,1
DEP-REL-CHG:advmod→aux,2
DEP-DIST-DIFF:2.72→1.86,1
BRANCH-DIFF:2.00→2.17,1
CONST-COUNT-DIFF:41→24,1
DEP-DIST-DIFF:3.19→2.18,2
DEP-REL-CHG:csubj→punct,1
DEP-REL-CHG:ccomp→root,2
CONST-COUNT-DIFF:36→25,4
DEP-DIST-DIFF:4.00→2.55,1
BRANCH-DIFF:1.84→1.85,1
DEP-DIST-DIFF:2.75→2.85,1
DEP-DIST-DIFF:3.29→2.60,1
HEAD-CHG:6→2,1
DEP-DIST-DIFF:2.89→2.15,2
BRANCH-DIFF:2.29→1.93,2
DEP-DIST-DIFF:2.71→1.91,2
DEP-REL-CHG:acl:relcl→obl:unmarked,1
DEP-DIST-DIFF:2.50→1.62,1
DEP-DIST-DIFF:2.53→2.20,1
BRANCH-DIFF:1.88→1.62,1
DEP-DIST-DIFF:3.07→2.17,2
BRANCH-DIFF:2.17→2.09,1
DEP-REL-CHG:xcomp→compound:prt,1
LENGTH-CHG:25→15,3
CONST-COUNT-DIFF:44→34,1
DEP-DIST-DIFF:3.92→2.29,1
BRANCH-DIFF:2.26→1.74,1
DEP-DIST-DIFF:3.40→1.80,1
DEP-DIST-DIFF:3.23→2.22,1
DEP-DIST-DIFF:2.40→2.00,1
BRANCH-DIFF:2.15→1.91,1
HEAD-CHG:3→6,1
DEP-DIST-DIFF:3.07→2.22,1
BRANCH-DIFF:2.17→1.75,1
DEP-REL-CHG:expl→case,3
DEP-DIST-DIFF:2.33→1.78,1
BRANCH-DIFF:1.94→1.90,1
DEP-DIST-DIFF:3.15→1.90,1
BRANCH-DIFF:2.30→1.91,1
DEP-DIST-DIFF:3.08→2.11,1
DEP-DIST-DIFF:3.08→2.12,1
CONST-COUNT-DIFF:41→27,2
DEP-DIST-DIFF:3.27→2.25,1
BRANCH-DIFF:2.22→1.86,1
DEP-DIST-DIFF:3.38→2.30,1
DEP-DIST-DIFF:3.33→1.70,1
DEP-REL-CHG:nummod→advmod,2
LENGTH-CHG:25→17,2
TED-RTED:60→60,2
CONST-COUNT-DIFF:45→31,1
DEP-DIST-DIFF:2.83→2.44,1
BRANCH-DIFF:2.20→2.14,2
TED-ZHANG-SHASHA:40→40,2
CONST-COUNT-DIFF:35→34,1
BRANCH-DIFF:1.70→1.65,2
DEP-REL-CHG:nsubj:pass→punct,11
DEP-REL-CHG:aux:pass→conj,1
TREE-DEPTH-DIFF:15→10,3
DEP-DIST-DIFF:2.56→1.69,1
BRANCH-DIFF:1.84→1.93,1
DEP-DIST-DIFF:3.41→2.30,1
BRANCH-DIFF:2.55→2.25,1
TED-SIMPLE:8→8,1
DEP-DIST-DIFF:2.57→2.20,3
DEP-REL-CHG:obl→advmod,4
DEP-DIST-DIFF:2.88→2.27,1
CONST-COUNT-DIFF:33→22,5
DEP-DIST-DIFF:2.87→1.78,1
BRANCH-DIFF:1.88→1.75,2
DEP-DIST-DIFF:3.88→1.90,1
BRANCH-DIFF:2.13→1.83,1
DEP-DIST-DIFF:4.11→2.23,1
BRANCH-DIFF:2.19→2.08,1
DEP-REL-CHG:case→ccomp,1
DEP-REL-CHG:cc→cop,2
DEP-REL-CHG:conj→ccomp,1
"PUNCT-SUBST:in→,",2
CONST-COUNT-DIFF:44→33,1
DEP-DIST-DIFF:2.81→2.27,1
BRANCH-DIFF:1.95→1.88,3
DEP-DIST-DIFF:3.50→2.70,1
DEP-DIST-DIFF:2.86→1.82,1
DEP-DIST-DIFF:3.13→1.80,1
BRANCH-DIFF:2.36→1.91,1
DEP-DIST-DIFF:2.50→1.89,1
DEP-REL-CHG:advcl→nsubj,1
DEP-DIST-DIFF:2.75→2.00,1
BRANCH-DIFF:1.92→1.77,1
CONST-COUNT-DIFF:23→21,4
DEP-DIST-DIFF:5.44→4.42,1
BRANCH-DIFF:1.85→1.75,1
DEP-DIST-DIFF:3.15→1.67,1
BRANCH-DIFF:2.18→1.90,3
LENGTH-CHG:12→8,6
DEP-DIST-DIFF:1.91→1.29,2
BRANCH-DIFF:2.10→1.88,1
DEP-DIST-DIFF:2.62→1.80,1
DEP-DIST-DIFF:2.36→1.82,1
BRANCH-DIFF:2.56→2.22,2
DEP-REL-CHG:nmod:unmarked→obj,1
DEP-DIST-DIFF:3.18→1.91,1
DEP-DIST-DIFF:2.46→1.56,1
DEP-DIST-DIFF:3.46→2.91,1
BRANCH-DIFF:2.18→2.10,1
DEP-REL-CHG:acl→det,1
DEP-DIST-DIFF:2.20→1.92,1
BRANCH-DIFF:1.88→1.87,1
DEP-REL-CHG:det→aux:pass,1
DEP-REL-CHG:nsubj:pass→conj,3
DEP-DIST-DIFF:2.47→1.55,1
DEP-REL-CHG:cop→aux,3
DEP-REL-CHG:advcl→cop,1
CONST-COUNT-DIFF:39→32,2
DEP-DIST-DIFF:4.19→2.69,1
LENGTH-CHG:17→9,1
CONST-COUNT-DIFF:34→19,1
DEP-DIST-DIFF:2.25→2.12,1
DEP-DIST-DIFF:3.31→2.00,1
DEP-DIST-DIFF:4.38→3.33,1
BRANCH-DIFF:2.78→2.33,1
HEAD-CHG:4→2,3
DEP-DIST-DIFF:2.93→2.77,1
BRANCH-DIFF:2.25→2.30,2
FORM-CHG:smashed→smashes,2
DEP-REL-CHG:compound→discourse,1
CONST-COUNT-DIFF:33→32,1
DEP-DIST-DIFF:2.50→1.71,2
BRANCH-DIFF:2.00→1.82,6
TREE-DEPTH-DIFF:7→9,8
DEP-DIST-DIFF:4.08→3.20,1
BRANCH-DIFF:2.09→1.83,1
DEP-DIST-DIFF:2.54→2.10,1
CONST-COUNT-DIFF:34→22,2
DEP-DIST-DIFF:4.22→2.50,1
CONST-COUNT-DIFF:34→29,1
DEP-REL-CHG:amod→acl,5
DEP-DIST-DIFF:2.50→1.38,1
BRANCH-DIFF:1.92→1.70,1
DEP-REL-CHG:obl→dep,1
DEP-DIST-DIFF:3.94→2.56,1
BRANCH-DIFF:2.14→1.82,1
DEP-DIST-DIFF:2.00→2.36,1
DEP-REL-CHG:ccomp→cc,3
DEP-DIST-DIFF:2.53→1.67,1
CONST-COUNT-DIFF:27→19,1
DEP-DIST-DIFF:2.69→2.00,1
BRANCH-DIFF:2.46→2.10,1
DEP-DIST-DIFF:2.73→1.78,1
BRANCH-DIFF:1.92→1.82,1
HEAD-CHG:8→9,2
DEP-DIST-DIFF:2.25→1.88,1
BRANCH-DIFF:1.92→1.89,1
DEP-DIST-DIFF:3.08→1.89,1
DEP-DIST-DIFF:2.58→1.82,1
BRANCH-DIFF:2.09→2.10,1
DEP-DIST-DIFF:2.85→1.89,1
CONST-COUNT-DIFF:23→23,3
DEP-DIST-DIFF:3.33→2.70,1
BRANCH-DIFF:2.20→1.83,2
CONST-COUNT-DIFF:46→34,1
DEP-DIST-DIFF:3.57→2.40,1
BRANCH-DIFF:1.88→1.83,2
DEP-REL-CHG:compound:prt→amod,1
DEP-DIST-DIFF:2.93→1.78,1
DEP-DIST-DIFF:2.56→1.75,1
DEP-DIST-DIFF:3.15→2.21,1
DEP-DIST-DIFF:3.70→2.38,1
BRANCH-DIFF:2.11→1.81,1
HEAD-CHG:4→7,2
DEP-DIST-DIFF:2.86→2.00,4
DEP-REL-CHG:xcomp→nsubj,2
DEP-DIST-DIFF:2.53→2.82,1
BRANCH-DIFF:2.07→1.92,1
DEP-DIST-DIFF:3.06→2.09,1
BRANCH-DIFF:2.33→1.92,2
DEP-REL-CHG:obl:agent→advcl,1
DEP-DIST-DIFF:3.28→2.08,1
DEP-DIST-DIFF:2.69→1.90,2
DEP-DIST-DIFF:2.15→1.56,1
DEP-REL-CHG:iobj→mark,1
DEP-DIST-DIFF:2.60→1.82,2
BRANCH-DIFF:2.07→1.73,2
DEP-REL-CHG:mark→compound:prt,3
DEP-DIST-DIFF:2.60→2.67,1
BRANCH-DIFF:2.25→1.86,1
CONST-COUNT-DIFF:46→35,1
DEP-DIST-DIFF:3.50→2.62,1
BRANCH-DIFF:1.96→1.89,1
DEP-REL-CHG:nmod→ccomp,1
DEP-REL-CHG:acl:relcl→parataxis,1
LENGTH-CHG:24→17,2
CONST-COUNT-DIFF:50→39,1
DEP-DIST-DIFF:2.71→1.90,1
DEP-DIST-DIFF:2.42→1.70,1
BRANCH-DIFF:1.86→1.91,1
DEP-REL-CHG:aux→obl:agent,1
DEP-REL-CHG:advcl:relcl→parataxis,1
DEP-REL-CHG:obl:agent→nmod:poss,1
TREE-DEPTH-DIFF:15→7,1
CONST-COUNT-DIFF:43→30,1
DEP-REL-CHG:cop→conj,2
DEP-REL-CHG:conj→cop,1
LENGTH-CHG:19→16,3
CONST-COUNT-DIFF:39→37,1
DEP-DIST-DIFF:3.50→2.67,1
BRANCH-DIFF:1.90→1.71,1
DEP-DIST-DIFF:2.86→1.73,1
BRANCH-DIFF:2.08→2.10,1
DEP-REL-CHG:cop→obl:unmarked,1
BRANCH-DIFF:2.14→2.09,3
DEP-REL-CHG:ccomp→acl,2
DEP-DIST-DIFF:3.00→1.50,1
BRANCH-DIFF:1.79→1.71,1
DEP-REL-CHG:punct→dep,1
DEP-DIST-DIFF:3.40→2.83,1
CONST-COUNT-DIFF:38→24,2
DEP-DIST-DIFF:2.83→1.60,1
BRANCH-DIFF:1.95→1.77,1
DEP-DIST-DIFF:2.50→2.17,1
LENGTH-CHG:24→13,1
CONST-COUNT-DIFF:44→29,2
DEP-DIST-DIFF:2.74→2.08,1
BRANCH-DIFF:2.15→1.75,1
DEP-DIST-DIFF:3.12→2.08,2
DEP-DIST-DIFF:2.86→2.10,2
BRANCH-DIFF:2.75→1.91,1
DEP-DIST-DIFF:3.07→1.44,1
DEP-DIST-DIFF:2.75→1.67,1
DEP-REL-CHG:cc→aux:pass,1
DEP-DIST-DIFF:3.59→2.23,1
BRANCH-DIFF:2.21→1.93,1
DEP-DIST-DIFF:3.06→2.58,1
DEP-DIST-DIFF:3.06→1.83,1
FORM-CHG:be→'s,1
DEP-REL-CHG:nsubj→expl,1
DEP-REL-CHG:expl→mark,1
DEP-REL-CHG:aux→expl,1
DEP-REL-CHG:expl→appos,1
FEAT-CHG:Tense=ABSENT→Tense=Pres,2
FEAT-CHG:VerbForm=Inf→VerbForm=Fin,1
VERB-FORM-CHG:Inf→Fin,1
DEP-DIST-DIFF:2.94→2.54,1
BRANCH-DIFF:1.89→1.87,1
DEP-DIST-DIFF:3.07→1.78,1
BRANCH-DIFF:2.15→2.12,1
DEP-DIST-DIFF:3.81→3.20,1
BRANCH-DIFF:1.94→1.62,1
DEP-DIST-DIFF:2.71→2.27,1
DEP-DIST-DIFF:3.53→2.90,1
BRANCH-DIFF:2.07→1.83,2
DEP-DIST-DIFF:3.29→2.14,1
BRANCH-DIFF:2.50→2.17,1
DEP-DIST-DIFF:3.88→2.45,1
BRANCH-DIFF:2.55→2.10,1
CONST-COUNT-DIFF:39→27,2
DEP-DIST-DIFF:3.37→2.08,1
DEP-DIST-DIFF:2.15→1.50,1
DEP-REL-CHG:compound:prt→compound,3
DEP-DIST-DIFF:2.56→1.92,1
DEP-DIST-DIFF:3.28→1.92,2
BRANCH-DIFF:2.20→2.20,1
DEP-DIST-DIFF:3.88→2.25,1
BRANCH-DIFF:2.15→1.82,2
DEP-DIST-DIFF:2.62→2.00,1
DEP-DIST-DIFF:2.38→2.11,1
DEP-DIST-DIFF:3.08→2.40,1
BRANCH-DIFF:2.08→2.25,1
HEAD-CHG:6→4,2
DEP-DIST-DIFF:4.21→2.79,1
BRANCH-DIFF:2.20→1.82,1
DEP-DIST-DIFF:3.47→1.89,1
DEP-REL-CHG:nummod→xcomp,1
DEP-DIST-DIFF:5.32→2.92,1
BRANCH-DIFF:1.83→1.80,1
CONST-COUNT-DIFF:32→31,2
DEP-DIST-DIFF:2.62→2.23,1
BRANCH-DIFF:2.07→1.76,2
DEP-DIST-DIFF:3.56→1.91,1
BRANCH-DIFF:2.00→2.10,3
DEP-DIST-DIFF:2.83→2.18,1
CONST-COUNT-DIFF:39→23,1
DEP-DIST-DIFF:3.00→2.10,2
FORM-CHG:years→yrs,1
DEP-DIST-DIFF:2.92→2.36,1
BRANCH-DIFF:2.27→1.92,1
DEP-DIST-DIFF:2.38→2.00,1
BRANCH-DIFF:1.93→1.73,3
LENGTH-CHG:25→12,1
PUNCT-DEL:colon→,1
CONST-COUNT-DIFF:43→22,1
DEP-DIST-DIFF:3.71→2.18,1
BRANCH-DIFF:2.33→2.10,1
DEP-REL-CHG:cop→det,4
CONST-COUNT-DIFF:42→35,1
DEP-DIST-DIFF:3.27→2.53,1
BRANCH-DIFF:2.16→2.00,1
DEP-DIST-DIFF:2.27→1.78,1
BRANCH-DIFF:2.06→1.71,2
DEP-DIST-DIFF:2.17→1.78,1
BRANCH-DIFF:2.50→1.90,1
DEP-DIST-DIFF:2.09→1.67,1
DEP-DIST-DIFF:2.67→1.64,1
CONST-COUNT-DIFF:35→20,2
DEP-DIST-DIFF:3.28→2.10,1
BRANCH-DIFF:2.12→2.11,2
DEP-REL-CHG:obl:agent→conj,1
DEP-DIST-DIFF:2.60→2.50,1
CONST-COUNT-DIFF:35→31,1
DEP-DIST-DIFF:4.44→3.21,1
DEP-REL-CHG:case→nmod:unmarked,2
DEP-DIST-DIFF:2.67→1.73,1
DEP-REL-CHG:aux:pass→appos,2
DEP-DIST-DIFF:2.75→2.17,1
BRANCH-DIFF:2.07→2.20,1
DEP-REL-CHG:mark→ccomp,5
TREE-DEPTH-DIFF:17→9,1
CONST-COUNT-DIFF:41→32,3
DEP-DIST-DIFF:2.90→2.00,1
BRANCH-DIFF:2.00→1.94,1
DEP-DIST-DIFF:2.46→1.91,1
DEP-DIST-DIFF:3.33→2.00,1
TREE-DEPTH-DIFF:17→14,2
DEP-DIST-DIFF:3.38→2.40,1
BRANCH-DIFF:1.91→1.94,1
DEP-REL-CHG:obl:unmarked→nsubj,2
DEP-REL-CHG:appos→xcomp,1
DEP-DIST-DIFF:3.89→1.92,1
DEP-DIST-DIFF:2.22→1.83,1
DEP-REL-CHG:mark→list,1
DEP-REL-CHG:amod→conj,3
DEP-DIST-DIFF:3.18→1.67,1
DEP-DIST-DIFF:2.00→1.57,1
BRANCH-DIFF:1.92→1.88,1
LENGTH-CHG:19→17,1
BRANCH-DIFF:2.06→2.14,1
DEP-DIST-DIFF:2.89→2.86,1
BRANCH-DIFF:2.19→2.00,2
BRANCH-DIFF:2.17→1.83,1
DEP-REL-CHG:xcomp→nmod:poss,3
BRANCH-DIFF:1.87→1.91,1
LENGTH-CHG:11→7,2
CONST-COUNT-DIFF:17→13,1
DEP-DIST-DIFF:2.10→1.50,1
BRANCH-DIFF:2.67→2.00,1
DEP-REL-CHG:cop→mark,1
DEP-DIST-DIFF:3.21→2.29,1
DEP-DIST-DIFF:2.73→1.55,1
DEP-DIST-DIFF:2.39→1.70,1
DEP-REL-CHG:conj→mark,2
DEP-REL-CHG:advcl→advmod,3
CONST-COUNT-DIFF:31→28,2
DEP-DIST-DIFF:2.79→2.25,1
DEP-REL-CHG:punct→ccomp,2
TREE-DEPTH-DIFF:16→13,1
DEP-DIST-DIFF:2.56→1.42,1
BRANCH-DIFF:1.80→1.71,1
DEP-REL-CHG:csubj→cop,1
DEP-DIST-DIFF:3.92→2.12,1
DEP-DIST-DIFF:2.64→1.75,2
BRANCH-DIFF:1.79→1.73,1
DEP-REL-CHG:xcomp→cc,1
DEP-DIST-DIFF:2.68→2.08,1
DEP-DIST-DIFF:2.50→2.33,2
DEP-DIST-DIFF:3.62→2.56,1
DEP-DIST-DIFF:2.80→2.00,1
BRANCH-DIFF:2.00→1.71,2
DEP-DIST-DIFF:3.94→2.45,1
DEP-REL-CHG:nmod→obl:unmarked,3
DEP-DIST-DIFF:2.79→2.10,1
CONST-COUNT-DIFF:21→16,1
DEP-DIST-DIFF:2.91→1.86,1
BRANCH-DIFF:2.22→1.88,1
DEP-REL-CHG:ccomp→cop,2
TREE-DEPTH-DIFF:18→9,1
DEP-DIST-DIFF:3.00→2.36,1
BRANCH-DIFF:1.83→1.70,1
CONST-COUNT-DIFF:31→29,2
DEP-DIST-DIFF:2.60→1.85,1
FORM-CHG:has→'ve,1
DEP-REL-CHG:cc→xcomp,2
FEAT-CHG:Person=3→Person=1,1
DEP-DIST-DIFF:4.16→2.40,1
BRANCH-DIFF:1.95→1.94,1
CONST-COUNT-DIFF:39→31,3
DEP-DIST-DIFF:4.23→2.71,1
BRANCH-DIFF:2.38→2.31,1
CONST-COUNT-DIFF:27→28,1
DEP-DIST-DIFF:3.48→2.25,1
BRANCH-DIFF:2.17→2.07,1
DEP-DIST-DIFF:2.87→1.92,1
BRANCH-DIFF:1.88→1.81,1
DEP-DIST-DIFF:3.50→2.17,1
DEP-DIST-DIFF:2.75→2.18,1
CONST-COUNT-DIFF:40→30,2
DEP-DIST-DIFF:3.38→2.07,1
BRANCH-DIFF:2.17→1.93,1
DEP-DIST-DIFF:3.13→2.67,1
BRANCH-DIFF:2.25→1.90,1
DEP-DIST-DIFF:2.77→1.89,1
DEP-REL-CHG:cc→nsubj:pass,1
DEP-REL-CHG:nsubj:pass→compound:prt,1
DEP-DIST-DIFF:3.12→1.55,1
DEP-REL-CHG:nmod→iobj,1
DEP-REL-CHG:conj→aux,2
DEP-REL-CHG:iobj→acl:relcl,1
DEP-DIST-DIFF:2.81→1.93,1
DEP-DIST-DIFF:2.75→2.08,1
BRANCH-DIFF:2.07→2.09,2
DEP-DIST-DIFF:2.31→1.89,1
DEP-REL-CHG:appos→nsubj,2
HEAD-CHG:5→2,1
CONST-COUNT-DIFF:33→19,1
BRANCH-DIFF:2.29→2.57,1
DEP-DIST-DIFF:3.60→2.50,1
DEP-DIST-DIFF:2.71→2.80,1
FORM-CHG:limits→limit,1
DEP-REL-CHG:parataxis→cc,1
DEP-DIST-DIFF:2.94→1.42,1
BRANCH-DIFF:2.21→1.86,1
DEP-DIST-DIFF:2.25→1.70,1
DEP-DIST-DIFF:3.33→1.92,1
BRANCH-DIFF:2.12→2.09,1
DEP-REL-CHG:conj→list,1
DEP-REL-CHG:aux→list,1
DEP-DIST-DIFF:2.67→2.27,1
BRANCH-DIFF:2.60→2.44,1
DEP-DIST-DIFF:2.75→1.75,1
LEMMA-CHG:be→'s,1
DEP-DIST-DIFF:3.38→2.67,1
DEP-REL-CHG:expl→amod,1
DEP-DIST-DIFF:3.30→2.18,1
DEP-DIST-DIFF:2.54→2.30,1
DEP-REL-CHG:iobj→flat,1
DEP-REL-CHG:acl→list,1
DEP-DIST-DIFF:3.10→3.58,1
BRANCH-DIFF:2.00→2.50,1
DEP-REL-CHG:acl:relcl→appos,3
DEP-DIST-DIFF:2.85→1.92,1
HEAD-CHG:11→8,1
BRANCH-DIFF:2.56→2.12,1
DEP-DIST-DIFF:3.75→2.82,1
DEP-DIST-DIFF:2.92→2.50,1
DEP-REL-CHG:acl→root,2
DEP-DIST-DIFF:3.25→2.00,1
BRANCH-DIFF:1.86→1.75,1
HEAD-CHG:10→9,2
DEP-DIST-DIFF:3.43→2.10,1
BRANCH-DIFF:2.27→1.83,1
CONST-COUNT-DIFF:40→28,2
DEP-DIST-DIFF:3.58→2.00,1
BRANCH-DIFF:1.95→1.80,2
BRANCH-DIFF:2.30→1.75,1
DEP-DIST-DIFF:3.00→2.18,3
DEP-REL-CHG:det→discourse,1
DEP-DIST-DIFF:2.92→2.20,1
CONST-COUNT-DIFF:38→29,2
DEP-DIST-DIFF:2.44→2.25,1
BRANCH-DIFF:1.95→1.75,1
LENGTH-CHG:25→18,1
CONST-COUNT-DIFF:43→37,1
DEP-DIST-DIFF:4.54→3.29,1
BRANCH-DIFF:2.33→1.89,1
DEP-DIST-DIFF:2.60→2.33,1
DEP-DIST-DIFF:3.17→2.56,1
DEP-REL-CHG:obl:agent→root,1
DEP-DIST-DIFF:2.33→1.62,1
BRANCH-DIFF:1.71→1.67,1
DEP-DIST-DIFF:3.00→2.14,1
BRANCH-DIFF:2.43→2.17,1
DEP-DIST-DIFF:3.12→1.90,1
BRANCH-DIFF:2.07→1.67,1
DEP-DIST-DIFF:2.75→1.86,1
BRANCH-DIFF:2.09→1.70,1
DEP-REL-CHG:nsubj:pass→parataxis,1
LENGTH-CHG:27→19,1
CONST-COUNT-DIFF:46→33,1
DEP-DIST-DIFF:4.00→3.06,1
BRANCH-DIFF:2.37→2.29,1
FORM-CHG:he→him,1
FEAT-CHG:Case=Nom→Case=Acc,1
DEP-DIST-DIFF:3.70→2.36,1
DEP-DIST-DIFF:3.65→2.50,1
BRANCH-DIFF:1.85→1.86,1
DEP-DIST-DIFF:4.47→3.25,1
BRANCH-DIFF:2.36→1.86,1
DEP-DIST-DIFF:3.78→2.36,1
BRANCH-DIFF:1.82→1.82,1
FORM-CHG:taken→takes,1
DEP-DIST-DIFF:3.24→2.31,1
BRANCH-DIFF:2.24→2.00,1
DEP-DIST-DIFF:3.25→2.30,1
DEP-DIST-DIFF:3.12→2.54,1
DEP-REL-CHG:nummod→nmod:poss,1
HEAD-CHG:3→8,1
DEP-DIST-DIFF:3.58→3.00,1
BRANCH-DIFF:2.19→2.18,1
DEP-DIST-DIFF:3.85→2.77,1
BRANCH-DIFF:2.18→1.87,1
DEP-DIST-DIFF:3.53→3.82,1
TREE-DEPTH-DIFF:12→13,2
DEP-DIST-DIFF:2.80→2.23,1
BRANCH-DIFF:2.00→1.72,2
DEP-REL-CHG:case→acl:relcl,2
DEP-DIST-DIFF:2.23→1.38,1
BRANCH-DIFF:1.93→1.67,2
DEP-REL-CHG:acl:relcl→amod,1
DEP-DIST-DIFF:2.61→1.91,1
