pair_unit,frequency
CONST-COUNT-DIFF:11→7,2
CONST-COUNT-DIFF:31→25,1
DEP-DIST-DIFF:3.50→3.00,1
DEP-DIST-DIFF:1.43→1.33,1
DEP-DIST-DIFF:2.36→2.00,1
DEP-DIST-DIFF:2.18→1.56,1
DEP-DIST-DIFF:1.86→1.50,4
DEP-REL-CHG:nmod→nsubj,2
DEP-DIST-DIFF:2.22→1.67,2
DEP-REL-CHG:advcl→nmod:poss,1
DEP-DIST-DIFF:2.43→1.80,1
DEP-DIST-DIFF:2.73→2.20,1
HEAD-CHG:9→5,1
DEP-DIST-DIFF:3.67→1.86,1
DEP-DIST-DIFF:2.77→2.00,1
BRANCH-DIFF:2.08→1.70,1
CONST-COUNT-DIFF:8→6,7
FEAT-CHG:VerbForm=Ger→VerbForm=Part,4
VERB-FORM-CHG:Ger→Part,4
DEP-REL-CHG:advmod→xcomp,2
DEP-DIST-DIFF:2.50→1.67,4
TREE-DEPTH-DIFF:3→4,1
BRANCH-DIFF:2.00→1.33,1
BRANCH-DIFF:3.00→2.50,1
CONST-COUNT-DIFF:9→10,2
BRANCH-DIFF:2.67→1.80,2
LEMMA-CHG:Reader→reader,1
LENGTH-CHG:2→1,11
CONST-COUNT-DIFF:4→3,10
DEP-DIST-DIFF:1.00→0.00,11
BRANCH-DIFF:1.50→1.00,11
DEP-REL-CHG:vocative→appos,1
HEAD-CHG:1→3,1
DEP-REL-CHG:nmod:unmarked→appos,1
BRANCH-DIFF:2.40→2.50,1
DEP-REL-CHG:compound→vocative,1
DEP-DIST-DIFF:2.38→2.44,2
DEP-REL-CHG:punct→compound:prt,1
DEP-REL-CHG:ccomp→obl,3
PUNCT-DEL:quote→,3
DEP-DIST-DIFF:2.93→1.78,1
BRANCH-DIFF:2.00→1.82,2
CONST-COUNT-DIFF:14→6,1
DEP-DIST-DIFF:2.83→1.56,1
BRANCH-DIFF:2.20→1.90,1
DEP-DIST-DIFF:2.60→2.12,1
BRANCH-DIFF:2.11→1.80,3
DEP-DIST-DIFF:2.18→1.57,1
DEP-REL-CHG:det→csubj,1
DEP-REL-CHG:advmod→obl,2
DEP-DIST-DIFF:2.55→2.50,1
DEP-DIST-DIFF:2.42→1.90,1
DEP-REL-CHG:cc→nmod:poss,1
CONST-COUNT-DIFF:25→18,1
DEP-DIST-DIFF:2.85→2.22,2
BRANCH-DIFF:2.18→2.12,1
DEP-REL-CHG:ccomp→xcomp,1
DEP-DIST-DIFF:3.27→2.40,1
BRANCH-DIFF:1.73→1.71,1
DEP-DIST-DIFF:2.89→1.75,1
DEP-DIST-DIFF:1.20→1.00,1
DEP-DIST-DIFF:2.44→1.83,1
CONST-COUNT-DIFF:10→7,1
TREE-DEPTH-DIFF:12→12,2
BRANCH-DIFF:1.92→1.57,1
DEP-DIST-DIFF:2.40→1.75,1
TREE-DEPTH-DIFF:3→2,1
CONST-COUNT-DIFF:4→2,1
DEP-REL-CHG:ccomp→case,2
DEP-DIST-DIFF:2.50→2.56,1
BRANCH-DIFF:1.77→1.82,1
DEP-DIST-DIFF:2.55→1.75,1
BRANCH-DIFF:1.85→1.80,2
DEP-REL-CHG:det→dep,1
DEP-DIST-DIFF:2.75→2.33,1
DEP-REL-CHG:nmod→nmod:unmarked,1
BRANCH-DIFF:1.85→1.73,1
DEP-DIST-DIFF:2.36→1.43,1
BRANCH-DIFF:1.79→1.58,1
DEP-REL-CHG:ccomp→conj,1
CONST-COUNT-DIFF:30→18,1
DEP-DIST-DIFF:2.86→1.78,1
BRANCH-DIFF:1.93→2.12,1
DEP-DIST-DIFF:2.56→2.60,1
CONST-COUNT-DIFF:33→28,1
DEP-DIST-DIFF:2.71→2.33,1
BRANCH-DIFF:2.13→1.80,1
DEP-DIST-DIFF:1.88→1.25,1
DEP-REL-CHG:cc→nmod,1
DEP-DIST-DIFF:2.54→2.11,1
BRANCH-DIFF:2.30→2.29,1
DEP-REL-CHG:root→aux,1
DEP-REL-CHG:mark→appos,1
TREE-DEPTH-DIFF:16→11,1
CONST-COUNT-DIFF:36→26,1
DEP-DIST-DIFF:2.75→1.55,1
BRANCH-DIFF:1.84→1.79,1
DEP-REL-CHG:advcl→acl,1
DEP-DIST-DIFF:2.83→2.10,1
BRANCH-DIFF:2.09→1.83,1
DEP-REL-CHG:acl:relcl→obl,1
TREE-DEPTH-DIFF:16→9,1
CONST-COUNT-DIFF:35→22,1
DEP-DIST-DIFF:2.80→1.75,1
BRANCH-DIFF:1.79→1.62,1
DEP-REL-CHG:obl→mark,1
CONST-COUNT-DIFF:28→23,3
DEP-DIST-DIFF:2.54→1.56,1
BRANCH-DIFF:1.93→1.69,2
BRANCH-DIFF:2.14→1.71,1
DEP-REL-CHG:compound:prt→advmod,1
DEP-DIST-DIFF:2.70→1.62,1
BRANCH-DIFF:1.91→1.67,2
DEP-DIST-DIFF:2.23→2.00,1
DEP-REL-CHG:obj→xcomp,1
DEP-DIST-DIFF:2.43→1.60,1
LEMMA-CHG:dance→Dancing,1
CONST-COUNT-DIFF:7→4,2
DEP-REL-CHG:aux→conj,1
LENGTH-CHG:11→5,1
CONST-COUNT-DIFF:20→10,1
DEP-DIST-DIFF:2.70→1.75,1
DEP-REL-CHG:mark→aux:pass,1
BRANCH-DIFF:1.89→1.86,1
LEMMA-CHG:super→Super,1
DEP-REL-CHG:advmod→amod,1
DEP-REL-CHG:advmod→det,2
DEP-DIST-DIFF:2.27→2.00,1
LENGTH-CHG:9→10,1
CONST-COUNT-DIFF:17→21,2
DEP-DIST-DIFF:2.12→2.44,1
DEP-DIST-DIFF:2.11→1.67,2
DEP-REL-CHG:compound:prt→nmod:poss,1
BRANCH-DIFF:2.40→1.90,1
DEP-DIST-DIFF:2.44→1.60,1
DEP-DIST-DIFF:1.80→1.62,1
BRANCH-DIFF:1.78→1.50,1
DEP-REL-CHG:compound→nmod:unmarked,1
LENGTH-CHG:8→3,1
BRANCH-DIFF:1.78→1.40,1
DEP-DIST-DIFF:2.62→1.50,1
DEP-REL-CHG:mark→advmod,1
DEP-DIST-DIFF:2.20→1.67,1
DEP-REL-CHG:nmod:unmarked→nummod,3
CONST-COUNT-DIFF:21→24,1
DEP-DIST-DIFF:3.25→2.45,1
BRANCH-DIFF:2.50→1.92,1
DEP-REL-CHG:acl→amod,1
DEP-DIST-DIFF:2.83→2.38,1
DEP-REL-CHG:nsubj:pass→nmod,1
DEP-DIST-DIFF:1.80→1.40,1
DEP-REL-CHG:nmod:unmarked→punct,1
DEP-REL-CHG:conj→cc,1
DEP-REL-CHG:punct→det,2
DEP-REL-CHG:det→conj,1
DEP-REL-CHG:conj→nmod,1
DEP-DIST-DIFF:3.27→2.27,1
DEP-REL-CHG:case→vocative,1
DEP-REL-CHG:amod→parataxis,1
DEP-DIST-DIFF:2.00→2.12,1
BRANCH-DIFF:1.83→1.73,2
DEP-REL-CHG:xcomp→nmod:poss,1
DEP-DIST-DIFF:2.50→1.86,1
DEP-DIST-DIFF:2.12→1.60,1
CONST-COUNT-DIFF:18→20,2
DEP-DIST-DIFF:3.00→2.11,1
BRANCH-DIFF:2.43→1.90,2
DEP-DIST-DIFF:2.44→2.14,1
BRANCH-DIFF:1.82→2.00,1
FORM-CHG:pedalling→Pedalling,1
DEP-DIST-DIFF:2.90→2.00,1
DEP-DIST-DIFF:2.78→2.20,1
DEP-DIST-DIFF:2.86→1.62,1
BRANCH-DIFF:1.50→1.33,1
DEP-REL-CHG:punct→nmod:poss,1
DEP-DIST-DIFF:2.73→2.12,1
BRANCH-DIFF:2.38→1.73,1
LENGTH-CHG:21→16,1
TREE-DEPTH-DIFF:12→13,1
CONST-COUNT-DIFF:37→33,1
DEP-DIST-DIFF:3.30→2.20,1
DEP-REL-CHG:nummod→acl,1
DEP-DIST-DIFF:3.06→2.75,1
BRANCH-DIFF:2.23→2.09,1
DEP-DIST-DIFF:2.73→2.30,1
DEP-REL-CHG:nmod→compound:prt,1
DEP-REL-CHG:obl→obl:unmarked,2
HEAD-CHG:6→3,1
DEP-DIST-DIFF:2.64→1.80,1
BRANCH-DIFF:1.93→1.91,1
LEMMA-CHG:pumbos→Jumbos,1
DEP-DIST-DIFF:2.29→1.80,1
DEP-DIST-DIFF:2.45→1.62,1
DEP-REL-CHG:csubj→root,1
TED-KLEIN:30→30,1
DEP-DIST-DIFF:2.33→1.83,1
BRANCH-DIFF:1.82→1.60,1
DEP-DIST-DIFF:2.12→1.86,1
BRANCH-DIFF:2.33→2.40,1
DEP-DIST-DIFF:2.38→1.78,1
DEP-DIST-DIFF:2.55→2.29,1
DEP-REL-CHG:nummod→dep,1
DEP-REL-CHG:cc→appos,1
DEP-DIST-DIFF:2.64→1.86,1
FORM-CHG:averted→avert,1
BRANCH-DIFF:2.10→1.86,1
LENGTH-CHG:19→18,1
CONST-COUNT-DIFF:31→30,1
DEP-DIST-DIFF:4.00→3.76,1
BRANCH-DIFF:2.50→2.42,1
BRANCH-DIFF:2.14→1.86,1
DEP-REL-CHG:nmod→aux,1
HEAD-CHG:7→8,1
DEP-REL-CHG:nsubj:outer→aux,1
DEP-DIST-DIFF:2.62→2.73,1
DEP-REL-CHG:acl→obl:agent,1
DEP-DIST-DIFF:2.29→2.09,1
BRANCH-DIFF:2.08→1.92,1
DEP-DIST-DIFF:2.11→2.17,1
FORM-CHG:been→is,1
DEP-REL-CHG:aux:pass→cop,1
TREE-DEPTH-DIFF:12→7,1
CONST-COUNT-DIFF:27→16,1
DEP-DIST-DIFF:3.15→2.62,1
BRANCH-DIFF:2.00→2.14,1
DEP-DIST-DIFF:2.38→1.70,1
BRANCH-DIFF:2.18→2.11,1
LEMMA-CHG:City→city,1
DEP-DIST-DIFF:2.38→1.86,1
DEP-DIST-DIFF:3.00→1.67,1
BRANCH-DIFF:2.57→1.86,1
DEP-REL-CHG:obl:unmarked→nmod,1
DEP-DIST-DIFF:3.07→2.36,1
DEP-DIST-DIFF:2.50→1.75,1
DEP-DIST-DIFF:3.00→2.29,2
DEP-REL-CHG:flat→nmod:poss,1
DEP-REL-CHG:nmod:poss→cc,1
DEP-REL-CHG:nsubj:pass→conj,1
DEP-REL-CHG:ccomp→flat,1
TED-ZHANG-SHASHA:41→41,1
TED-RTED:40→40,1
CONST-COUNT-DIFF:34→21,1
DEP-DIST-DIFF:2.87→2.44,1
BRANCH-DIFF:1.83→1.82,1
DEP-REL-CHG:advcl→punct,1
DEP-REL-CHG:case→obl:unmarked,1
DEP-DIST-DIFF:2.73→2.57,1
LENGTH-CHG:7→8,1
CONST-COUNT-DIFF:13→15,1
DEP-DIST-DIFF:2.00→2.29,1
DEP-DIST-DIFF:2.56→1.67,1
DEP-DIST-DIFF:2.00→3.17,1
DEP-DIST-DIFF:1.78→1.20,1
DEP-REL-CHG:obl→det,1
DEP-REL-CHG:parataxis→nsubj,1
DEP-DIST-DIFF:2.71→2.73,1
BRANCH-DIFF:2.08→1.85,1
DEP-DIST-DIFF:2.09→1.50,1
DEP-REL-CHG:advmod→acl,1
BRANCH-DIFF:1.91→1.70,1
BRANCH-DIFF:2.67→2.17,1
BRANCH-DIFF:2.29→1.75,1
DEP-REL-CHG:nsubj→obl:unmarked,1
DEP-DIST-DIFF:2.10→2.29,1
DEP-DIST-DIFF:1.40→1.33,1
DEP-REL-CHG:flat→appos,1
DEP-REL-CHG:flat→punct,1
DEP-DIST-DIFF:2.40→3.00,2
BRANCH-DIFF:2.67→2.14,1
DEP-DIST-DIFF:2.29→2.17,1
CONST-COUNT-DIFF:9→7,9
BRANCH-DIFF:1.60→1.50,7
DEP-REL-CHG:det→acl,1
DEP-DIST-DIFF:3.00→1.50,1
BRANCH-DIFF:2.10→1.67,1
DEP-REL-CHG:nsubj:outer→mark,1
CONST-COUNT-DIFF:16→16,2
BRANCH-DIFF:2.50→2.14,1
DEP-REL-CHG:nummod→appos,1
FEAT-CHG:Degree=Pos→Degree=ABSENT,2
DEP-REL-CHG:flat→aux,1
TED-RTED:29→29,3
DEP-DIST-DIFF:2.93→2.20,1
BRANCH-DIFF:2.07→1.83,1
CONST-COUNT-DIFF:26→15,1
DEP-DIST-DIFF:2.25→1.83,2
BRANCH-DIFF:1.92→1.75,2
CONST-COUNT-DIFF:23→15,2
DEP-DIST-DIFF:2.27→1.33,1
DEP-DIST-DIFF:2.54→1.75,1
DEP-DIST-DIFF:2.70→2.43,1
DEP-REL-CHG:acl:relcl→mark,1
DEP-REL-CHG:obl→xcomp,1
CONST-COUNT-DIFF:34→32,1
DEP-DIST-DIFF:2.75→1.71,1
DEP-REL-CHG:mark→nmod,1
DEP-DIST-DIFF:3.67→2.38,1
BRANCH-DIFF:1.86→1.73,1
DEP-DIST-DIFF:3.62→2.55,1
DEP-DIST-DIFF:3.00→2.75,1
DEP-REL-CHG:flat→amod,1
DEP-DIST-DIFF:3.73→1.57,1
DEP-REL-CHG:obl→advcl,1
DEP-DIST-DIFF:2.33→2.38,1
DEP-DIST-DIFF:3.00→1.60,1
BRANCH-DIFF:1.50→1.40,1
DEP-DIST-DIFF:2.77→2.10,1
DEP-DIST-DIFF:2.62→2.25,1
DEP-DIST-DIFF:3.33→2.64,1
BRANCH-DIFF:1.86→1.85,1
DEP-REL-CHG:aux→iobj,1
DEP-REL-CHG:iobj→amod,1
DEP-DIST-DIFF:2.50→1.78,1
BRANCH-DIFF:2.17→1.82,1
LENGTH-CHG:20→16,1
CONST-COUNT-DIFF:34→31,1
DEP-DIST-DIFF:3.42→2.00,1
BRANCH-DIFF:2.36→2.00,1
DEP-DIST-DIFF:2.10→1.62,1
DEP-REL-CHG:root→acl:relcl,1
DEP-DIST-DIFF:2.78→2.38,1
DEP-DIST-DIFF:2.88→2.29,1
DEP-DIST-DIFF:2.40→1.71,1
CONST-COUNT-DIFF:27→28,1
DEP-DIST-DIFF:3.08→2.33,1
FORM-CHG:met→meet,1
FORM-CHG:seeking→seek,1
DEP-REL-CHG:advcl→parataxis,1
DEP-DIST-DIFF:2.40→1.78,1
DEP-DIST-DIFF:2.10→1.50,1
DEP-DIST-DIFF:3.00→2.50,1
DEP-DIST-DIFF:2.17→1.40,1
FEAT-CHG:Mood=Imp→Mood=ABSENT,1
CONST-COUNT-DIFF:8→5,1
BRANCH-DIFF:1.75→2.00,1
DEP-REL-CHG:nsubj:pass→discourse,2
DEP-DIST-DIFF:2.29→1.67,2
BRANCH-DIFF:1.82→1.55,1
FORM-CHG:locked→lock,1
FORM-CHG:torched→torch,1
DEP-DIST-DIFF:3.23→2.83,1
FEAT-CHG:Abbr=Yes→Abbr=ABSENT,1
CONST-COUNT-DIFF:25→24,1
DEP-DIST-DIFF:3.23→2.58,1
BRANCH-DIFF:2.18→2.09,1
DEP-DIST-DIFF:3.40→2.33,1
DEP-DIST-DIFF:2.10→2.11,1
CONST-COUNT-DIFF:22→23,1
BRANCH-DIFF:1.91→1.69,1
LEMMA-CHG:cattle→Cattle,1
DEP-DIST-DIFF:3.18→2.38,1
HEAD-CHG:8→9,1
DEP-DIST-DIFF:2.45→2.00,1
DEP-REL-CHG:vocative→nsubj,1
CONST-COUNT-DIFF:28→20,1
DEP-DIST-DIFF:3.73→1.67,1
BRANCH-DIFF:2.25→1.90,1
DEP-DIST-DIFF:2.67→2.12,1
BRANCH-DIFF:2.29→1.86,1
DEP-REL-CHG:root→csubj,1
DEP-REL-CHG:nmod→ccomp,1
DEP-DIST-DIFF:3.67→2.91,1
DEP-DIST-DIFF:2.64→1.67,1
DEP-DIST-DIFF:2.82→1.33,1
TREE-DEPTH-DIFF:14→12,1
DEP-DIST-DIFF:2.11→1.38,1
BRANCH-DIFF:1.56→1.53,1
DEP-DIST-DIFF:2.89→2.89,1
DEP-DIST-DIFF:1.90→1.44,1
DEP-DIST-DIFF:2.29→2.50,1
BRANCH-DIFF:2.29→2.17,1
DEP-DIST-DIFF:1.00→1.50,1
BRANCH-DIFF:2.25→2.33,1
BRANCH-DIFF:2.40→1.86,1
FORM-CHG:blew→blow,1
FORM-CHG:took→take,1
DEP-REL-CHG:conj→parataxis,1
DEP-DIST-DIFF:2.54→1.82,1
BRANCH-DIFF:2.08→1.79,1
DEP-DIST-DIFF:2.29→1.40,1
DEP-DIST-DIFF:2.78→1.86,1
DEP-DIST-DIFF:1.40→1.25,1
CONST-COUNT-DIFF:12→13,1
DEP-DIST-DIFF:2.38→2.29,1
FORM-CHG:fended→fends,1
BRANCH-DIFF:1.86→1.62,1
DEP-DIST-DIFF:2.89→2.43,1
DEP-DIST-DIFF:2.18→1.78,1
BRANCH-DIFF:2.10→1.90,1
DEP-DIST-DIFF:3.14→2.00,1
DEP-DIST-DIFF:2.20→2.20,1
DEP-DIST-DIFF:2.56→2.00,1
DEP-DIST-DIFF:1.80→1.25,2
DEP-DIST-DIFF:3.22→2.00,1
DEP-DIST-DIFF:2.73→2.11,1
DEP-DIST-DIFF:1.89→1.75,1
BRANCH-DIFF:4.00→3.50,1
DEP-DIST-DIFF:1.50→1.33,3
BRANCH-DIFF:1.57→1.43,1
CONST-COUNT-DIFF:10→11,1
BRANCH-DIFF:1.80→1.43,1
BRANCH-DIFF:1.71→1.71,1
BRANCH-DIFF:2.50→2.29,1
LENGTH-CHG:1→2,1
CONST-COUNT-DIFF:3→4,1
DEP-DIST-DIFF:0.00→1.00,1
BRANCH-DIFF:1.00→1.50,1
LEMMA-CHG:dead→Dead,1
FORM-CHG:is→Is,1
FORM-CHG:yet→Yet,1
TREE-DEPTH-DIFF:5→7,2
DEP-DIST-DIFF:1.89→1.88,1
DEP-REL-CHG:mark→nummod,1
BRANCH-DIFF:2.33→2.50,3
DEP-DIST-DIFF:2.20→1.50,3
CONST-COUNT-DIFF:12→5,1
BRANCH-DIFF:1.50→1.60,1
BRANCH-DIFF:2.67→3.00,1
BRANCH-DIFF:1.67→1.56,1
CONST-COUNT-DIFF:8→9,2
BRANCH-DIFF:2.33→1.60,2
DEP-DIST-DIFF:2.00→1.88,1
LEMMA-CHG:book→Book,1
FEAT-CHG:VerbForm=Inf→VerbForm=ABSENT,1
DEP-DIST-DIFF:3.00→2.40,1
DEP-DIST-DIFF:1.67→1.40,1
BRANCH-DIFF:1.71→1.57,1
FORM-CHG:terraces→terrace,1
DEP-DIST-DIFF:2.80→2.00,1
DEP-DIST-DIFF:2.64→2.10,1
DEP-DIST-DIFF:3.20→2.00,1
DEP-REL-CHG:punct→obl:unmarked,1
DEP-REL-CHG:root→cc:preconj,1
DEP-REL-CHG:cc:preconj→nmod:poss,1
DEP-DIST-DIFF:2.57→2.58,1
BRANCH-DIFF:2.56→2.20,1
PUNCT-ADD:→dash,1
DEP-DIST-DIFF:2.20→1.90,1
BRANCH-DIFF:2.11→2.43,1
DEP-DIST-DIFF:2.79→2.50,1
CONST-COUNT-DIFF:33→22,1
DEP-DIST-DIFF:3.12→2.20,1
BRANCH-DIFF:2.13→1.91,1
DEP-DIST-DIFF:2.67→2.17,1
DEP-REL-CHG:cc→det,1
LENGTH-CHG:19→13,1
PUNCT-ADD:→semicolon,1
PUNCT-SUBST:and→;,1
CONST-COUNT-DIFF:35→26,1
DEP-DIST-DIFF:3.50→2.42,1
BRANCH-DIFF:2.12→1.92,1
HEAD-CHG:8→5,2
DEP-DIST-DIFF:3.88→2.00,1
